session_id,year,event_name,category,flag,scope,messages,missing_session_time,lap_scoped,driver_scoped
2026-chinese-grand-prix-r,2026,Chinese Grand Prix,Flag,DOUBLE YELLOW,Sector,8,2,8,0
2026-chinese-grand-prix-r,2026,Chinese Grand Prix,Flag,YELLOW,Sector,5,0,5,0
2026-chinese-grand-prix-r,2026,Chinese Grand Prix,Flag,GREEN,Track,2,1,2,0
2026-chinese-grand-prix-r,2026,Chinese Grand Prix,SafetyCar,missing,missing,2,0,2,0
2026-chinese-grand-prix-r,2026,Chinese Grand Prix,Flag,CLEAR,Track,1,0,1,0
2026-chinese-grand-prix-r,2026,Chinese Grand Prix,Flag,CHEQUERED,Track,1,0,1,0
2026-japanese-grand-prix-r,2026,Japanese Grand Prix,Other,missing,missing,21,3,21,0
2026-japanese-grand-prix-r,2026,Japanese Grand Prix,Flag,BLUE,Driver,10,0,10,10
2026-japanese-grand-prix-r,2026,Japanese Grand Prix,Flag,CLEAR,Sector,5,3,5,0
2026-japanese-grand-prix-r,2026,Japanese Grand Prix,Flag,GREEN,Track,2,1,2,0
2026-japanese-grand-prix-r,2026,Japanese Grand Prix,Flag,DOUBLE YELLOW,Sector,2,0,2,0
2026-japanese-grand-prix-r,2026,Japanese Grand Prix,Flag,YELLOW,Sector,2,0,2,0
2026-japanese-grand-prix-r,2026,Japanese Grand Prix,SafetyCar,missing,missing,2,0,2,0
2026-japanese-grand-prix-r,2026,Japanese Grand Prix,Flag,CLEAR,Track,1,0,1,0
2026-japanese-grand-prix-r,2026,Japanese Grand Prix,Flag,CHEQUERED,Track,1,0,1,0
2026-japanese-grand-prix-r,2026,Japanese Grand Prix,Flag,BLACK AND WHITE,Driver,1,0,1,1
2026-miami-grand-prix-r,2026,Miami Grand Prix,Other,missing,missing,65,3,65,0
2026-miami-grand-prix-r,2026,Miami Grand Prix,Flag,BLUE,Driver,53,0,53,53
2026-miami-grand-prix-r,2026,Miami Grand Prix,Flag,CLEAR,Sector,23,4,23,0
2026-miami-grand-prix-r,2026,Miami Grand Prix,Flag,DOUBLE YELLOW,Sector,17,4,17,0
2026-miami-grand-prix-r,2026,Miami Grand Prix,Flag,YELLOW,Sector,10,2,10,0
2026-miami-grand-prix-r,2026,Miami Grand Prix,SafetyCar,missing,missing,2,0,2,0
2026-miami-grand-prix-r,2026,Miami Grand Prix,Flag,BLACK AND WHITE,Driver,2,0,2,2
2026-miami-grand-prix-r,2026,Miami Grand Prix,Flag,GREEN,Track,2,1,2,0
2026-miami-grand-prix-r,2026,Miami Grand Prix,Flag,CLEAR,Track,1,0,1,0
2026-miami-grand-prix-r,2026,Miami Grand Prix,Flag,CHEQUERED,Track,1,0,1,0
2026-monaco-grand-prix-r,2026,Monaco Grand Prix,Flag,BLUE,Driver,126,0,126,126
2026-monaco-grand-prix-r,2026,Monaco Grand Prix,Other,missing,missing,109,5,109,0
2026-monaco-grand-prix-r,2026,Monaco Grand Prix,Flag,CLEAR,Sector,9,1,9,0
2026-monaco-grand-prix-r,2026,Monaco Grand Prix,Flag,DOUBLE YELLOW,Sector,6,0,6,0
2026-monaco-grand-prix-r,2026,Monaco Grand Prix,Flag,YELLOW,Sector,6,1,6,0
2026-monaco-grand-prix-r,2026,Monaco Grand Prix,SafetyCar,missing,missing,3,0,3,0
2026-monaco-grand-prix-r,2026,Monaco Grand Prix,Flag,CLEAR,Track,2,0,2,0
2026-monaco-grand-prix-r,2026,Monaco Grand Prix,Flag,GREEN,Track,2,1,2,0
2026-monaco-grand-prix-r,2026,Monaco Grand Prix,Flag,BLACK AND WHITE,Driver,1,0,1,1
2026-monaco-grand-prix-r,2026,Monaco Grand Prix,Flag,CHEQUERED,Track,1,0,1,0
