round,event_name,fastf1_location,circuit_id,circuit_name,repo_location,declared_length_m,fastf1_driver,fastf1_lap,fastf1_points,fastf1_path_length_m,repo_vs_fastf1_direction,repo_vs_fastf1_start_offset_samples,repo_vs_fastf1_sample_count,repo_vs_fastf1_rmse_m,repo_vs_fastf1_p50_m,repo_vs_fastf1_p95_m,repo_vs_fastf1_max_m,repo_vs_fastf1_scale_m_per_fastf1_unit,repo_vs_fastf1_rotation_degrees,averaged_fastf1_laps,repo_vs_fastf1_average_sample_count,repo_vs_fastf1_average_rmse_m,repo_vs_fastf1_average_p50_m,repo_vs_fastf1_average_p95_m,repo_vs_fastf1_average_max_m,lap_compliance_summary_total_laps,lap_compliance_summary_fitted_laps,lap_compliance_summary_compliant_laps,lap_compliance_summary_non_compliant_laps,lap_compliance_summary_shape_non_compliant_laps,lap_compliance_summary_reason_counts,lap_compliance_summary_thresholds,lap_compliance_summary_fastest_lap_with_position,lap_compliance_summary_fastest_compliant_lap,averaged_fastf1_polyline_vs_source_source_points,averaged_fastf1_polyline_vs_source_simplified_points,averaged_fastf1_polyline_vs_source_encoded_chars,averaged_fastf1_polyline_vs_source_tolerance_m,averaged_fastf1_polyline_vs_source_rmse_m,averaged_fastf1_polyline_vs_source_p95_m,averaged_fastf1_polyline_vs_source_max_m,averaged_fastf1_polyline_vs_source_source_length_m,averaged_fastf1_polyline_vs_source_simplified_length_m,averaged_fastf1_polyline_vs_source_length_delta_m,averaged_fastf1_polyline_vs_source_length_delta_pct,polyline_vs_source_source_points,polyline_vs_source_simplified_points,polyline_vs_source_encoded_chars,polyline_vs_source_tolerance_m,polyline_vs_source_rmse_m,polyline_vs_source_p95_m,polyline_vs_source_max_m,polyline_vs_source_source_length_m,polyline_vs_source_simplified_length_m,polyline_vs_source_length_delta_m,polyline_vs_source_length_delta_pct,polyline_vs_fastf1_direction,polyline_vs_fastf1_start_offset_samples,polyline_vs_fastf1_sample_count,polyline_vs_fastf1_rmse_m,polyline_vs_fastf1_p50_m,polyline_vs_fastf1_p95_m,polyline_vs_fastf1_max_m,polyline_vs_fastf1_scale_m_per_fastf1_unit,polyline_vs_fastf1_rotation_degrees,averaged_fastf1_encoded_polyline
10,Canadian Grand Prix,Montréal,ca-1978,Circuit Gilles-Villeneuve,Montreal,4361,COL,38,298,4340.672391109539,forward,36,720,5.009037246052343,3.6452527504353065,8.702454362002706,14.372382133463207,0.10043862468908314,-0.9510676221901242,"[{'driver': 'COL', 'lap': 38, 'path_length_m': 4340.672391109539, 'length_error_m': 24.366232564567326, 'rmse_m': 5.009037246052343, 'p95_m': 8.702454362002706}, {'driver': 'ANT', 'lap': 4, 'path_length_m': 4358.317182701378, 'length_error_m': 6.721440972727578, 'rmse_m': 7.907842610840989, 'p95_m': 23.208710911462045}, {'driver': 'COL', 'lap': 7, 'path_length_m': 4345.213379173703, 'length_error_m': 19.825244500402732, 'rmse_m': 7.980886985897354, 'p95_m': 14.106135531189903}, {'driver': 'HAM', 'lap': 4, 'path_length_m': 4344.42484254592, 'length_error_m': 20.61378112818602, 'rmse_m': 8.476464873096038, 'p95_m': 23.893370210764736}, {'driver': 'COL', 'lap': 46, 'path_length_m': 4355.546027133361, 'length_error_m': 9.492596540744671, 'rmse_m': 9.351830118912854, 'p95_m': 19.517594348697653}]",720,12.402062472233004,12.263090467088713,19.21745093781832,21.059425385506337,1349,1157,1157,192,0,"{'compliant': 1157, 'fastf1_inaccurate': 152, 'missing_lap_time': 3, 'path_length_outlier': 42, 'pit_lap': 131, 'too_few_position_samples': 1}","{'length_tolerance_pct': 0.05, 'rmse_threshold_m': 25.0, 'p95_threshold_m': 50.0, 'min_position_samples': 100, 'validation_samples': 240, 'validation_offset_step': 8}","{'driver': 'RUS', 'lap_number': 63, 'lap_time_ms': 74119, 'is_accurate': True, 'is_pit_lap': False, 'position_samples': 283, 'path_length_m': 4311.968931658319, 'length_error_m': -53.06969201578704, 'length_error_pct': -0.012157897464631742, 'fit': {'direction': 'forward', 'start_offset_samples': 12, 'sample_count': 240, 'rmse_m': 5.537435613002777, 'p50_m': 4.996497820684375, 'p95_m': 8.506435302450543, 'max_m': 10.60573875089092, 'scale_m_per_fastf1_unit': 0.10031548122993743, 'rotation_degrees': -0.7872372855465978}, 'compliant': True, 'reasons': []}","{'driver': 'RUS', 'lap_number': 63, 'lap_time_ms': 74119, 'is_accurate': True, 'is_pit_lap': False, 'position_samples': 283, 'path_length_m': 4311.968931658319, 'length_error_m': -53.06969201578704, 'length_error_pct': -0.012157897464631742, 'fit': {'direction': 'forward', 'start_offset_samples': 12, 'sample_count': 240, 'rmse_m': 5.537435613002777, 'p50_m': 4.996497820684375, 'p95_m': 8.506435302450543, 'max_m': 10.60573875089092, 'scale_m_per_fastf1_unit': 0.10031548122993743, 'rotation_degrees': -0.7872372855465978}, 'compliant': True, 'reasons': []}",721,99,287,1.0,0.4470927568171143,0.8419815296665332,0.9880505765385028,4315.292400413916,4312.3349582743085,-2.9574421396073376,-0.06853399179447642,102,84,242,1.0,0.27544942457144705,0.8623673429510881,0.9486890070794727,4365.038623674106,4364.645941148369,-0.39268252573674545,-0.008996083645331408,forward,36,720,5.020223653013433,3.7138313836978663,8.661035975635853,14.438865189112773,0.10043296396260386,-0.9481560614968757,_avtG|~v_M|GaBt@Mz@It@Cv@BvD\^@^ETGXYTa@Vq@FIPKR@PJLTHh@@|@IjAUvAYtA[`Am@vAyAzCe@v@QPQL_@D_AA_@J[ReAjAq@z@oA~B]j@YXg@Zi@Pi@Ju@@wCIk@F]NORIVC\CxAE\IXW^YX]Ri@Lu@JkBNoELaCCwCUiCc@oD_Ai@SSMMU[cBSe@W[]Ug@SoDaAeBYkBW_AIaBEkA?w@DuFbA_@COQCM?[DKZWh@M`BM~@WzMoGdBo@rBk@~_@eI^CT@RHn@b@TDj@?hAQ|F{A
