event_round,event_name,lap_number,primary_category,drivers,flagged_laps,median_lap_time_ms,median_speed_shape_rms_kmh,median_car_max_gap_ms,pit_sc_context_laps,source_anomaly_laps
15,Dutch Grand Prix,65,timing_session_boundary_artifact,1,1,,,1280.0,0,1
15,Dutch Grand Prix,66,atypical_speed_profile,2,2,103541.5,59.168201451341865,1120.0,0,2
15,Dutch Grand Prix,66,pit_lane_or_safety_car_influenced,15,15,110171.0,70.36078706097481,1160.0,15,15
15,Dutch Grand Prix,67,atypical_speed_profile,17,17,117070.0,81.73464140159845,1080.0,0,17
15,Dutch Grand Prix,68,atypical_speed_profile,17,17,115323.0,76.21470427336615,1080.0,0,17
15,Dutch Grand Prix,69,pit_lane_or_safety_car_influenced,17,17,76213.0,9.392875628234972,1079.0,17,3
15,Dutch Grand Prix,70,pit_lane_or_safety_car_influenced,17,17,74351.0,8.944753968591451,1040.0,17,0
15,Dutch Grand Prix,71,clean,17,0,74122.0,9.086303683413753,1160.0,0,0
15,Dutch Grand Prix,72,clean,17,0,74469.0,8.703736851540933,1080.0,0,0
21,São Paulo Grand Prix,1,atypical_speed_profile,17,17,83362.0,77.40204056071381,960.0,0,17
21,São Paulo Grand Prix,1,position_trace_discontinuity,2,2,87786.0,109.16213096718562,960.0,2,2
21,São Paulo Grand Prix,1,timing_session_boundary_artifact,1,1,,,960.0,0,1
21,São Paulo Grand Prix,2,atypical_speed_profile,17,17,111123.0,94.79187322922115,1240.0,0,17
21,São Paulo Grand Prix,2,pit_lane_or_safety_car_influenced,2,2,122708.0,105.05441527102073,1240.0,2,2
21,São Paulo Grand Prix,3,atypical_speed_profile,17,17,112479.0,82.68017613214796,1121.0,0,17
21,São Paulo Grand Prix,3,pit_lane_or_safety_car_influenced,2,2,117617.0,118.62198996446665,1121.0,2,2
21,São Paulo Grand Prix,4,atypical_speed_profile,19,19,108514.0,75.52831875261015,1040.0,0,19
21,São Paulo Grand Prix,5,atypical_speed_profile,19,19,113761.0,83.85780654245302,920.0,0,19
21,São Paulo Grand Prix,6,atypical_speed_profile,1,1,88766.0,55.99906926893188,1000.0,0,1
21,São Paulo Grand Prix,6,clean,16,0,78266.0,18.056582745399382,1000.0,0,0
21,São Paulo Grand Prix,6,import_or_source_data_anomaly,1,1,76547.0,29.848761533859587,1000.0,0,1
21,São Paulo Grand Prix,6,timing_session_boundary_artifact,1,1,,,1000.0,0,1
21,São Paulo Grand Prix,7,atypical_speed_profile,17,17,103396.0,81.06155122980765,1000.0,0,17
21,São Paulo Grand Prix,7,pit_lane_or_safety_car_influenced,1,1,107461.0,96.65779905413184,1000.0,1,1
21,São Paulo Grand Prix,8,atypical_speed_profile,16,16,99205.0,63.91620429075476,1199.0,0,16
21,São Paulo Grand Prix,8,pit_lane_or_safety_car_influenced,2,2,103130.0,88.65672868914328,1199.0,2,2
21,São Paulo Grand Prix,9,clean,17,0,74982.0,8.531354210521371,1040.0,0,0
21,São Paulo Grand Prix,9,pit_lane_or_safety_car_influenced,1,1,93352.0,106.708305007412,1040.0,1,1
21,São Paulo Grand Prix,10,clean,18,0,74530.5,7.010411539801051,960.0,0,0
21,São Paulo Grand Prix,11,clean,18,0,74694.5,6.3663989746635785,1080.0,0,0
21,São Paulo Grand Prix,12,clean,18,0,75384.0,6.561745466921042,1120.0,0,0
21,São Paulo Grand Prix,13,clean,18,0,75736.5,7.238382973940988,841.0,0,0
21,São Paulo Grand Prix,14,clean,17,0,75644.0,6.052463813436694,840.0,0,0
21,São Paulo Grand Prix,14,pit_lane_or_safety_car_influenced,1,1,80101.0,65.98539197747066,840.0,1,1
21,São Paulo Grand Prix,15,clean,17,0,75823.0,5.169341357902589,679.0,0,0
21,São Paulo Grand Prix,15,pit_lane_or_safety_car_influenced,1,1,92848.0,104.48921876667995,679.0,1,1
21,São Paulo Grand Prix,16,clean,18,0,75833.5,5.945955213942631,1159.0,0,0
21,São Paulo Grand Prix,17,clean,16,0,75902.5,6.138174506317981,1160.0,0,0
21,São Paulo Grand Prix,17,pit_lane_or_safety_car_influenced,2,2,80114.5,64.12119142735318,1160.0,2,2
21,São Paulo Grand Prix,18,clean,14,0,75566.0,4.755696434467001,879.0,0,0
21,São Paulo Grand Prix,18,pit_lane_or_safety_car_influenced,4,4,85758.5,86.44805111560261,959.0,4,4
21,São Paulo Grand Prix,19,clean,15,0,75294.0,5.054055705319377,1039.0,0,0
21,São Paulo Grand Prix,19,pit_lane_or_safety_car_influenced,3,3,92147.0,104.6517101632439,1039.0,3,3
21,São Paulo Grand Prix,20,clean,17,0,75216.0,5.410473904157643,880.0,0,0
21,São Paulo Grand Prix,20,pit_lane_or_safety_car_influenced,1,1,92394.0,104.56922640333012,920.0,1,1
21,São Paulo Grand Prix,21,clean,17,0,75064.0,5.086063627335926,920.0,0,0
21,São Paulo Grand Prix,21,pit_lane_or_safety_car_influenced,1,1,79328.0,68.85652772939451,920.0,1,1
21,São Paulo Grand Prix,22,clean,17,0,75409.0,5.4967391486353225,1040.0,0,0
21,São Paulo Grand Prix,22,pit_lane_or_safety_car_influenced,1,1,92750.0,103.39721145365485,1040.0,1,1
21,São Paulo Grand Prix,23,clean,18,0,75167.0,5.590931414524068,1120.0,0,0
21,São Paulo Grand Prix,24,clean,17,0,75033.0,3.967504890944464,681.0,0,0
21,São Paulo Grand Prix,24,pit_lane_or_safety_car_influenced,1,1,79809.0,65.93145479523056,681.0,1,1
21,São Paulo Grand Prix,25,clean,17,0,75368.0,5.66434618817298,1079.0,0,0
21,São Paulo Grand Prix,25,pit_lane_or_safety_car_influenced,1,1,104172.0,123.4078837692363,1079.0,1,1
21,São Paulo Grand Prix,26,clean,18,0,75173.0,5.5981496028226525,880.0,0,0
21,São Paulo Grand Prix,27,clean,18,0,75462.0,4.89914024148419,800.0,0,0
21,São Paulo Grand Prix,28,clean,17,0,75412.0,4.986800778068883,960.0,0,0
21,São Paulo Grand Prix,28,pit_lane_or_safety_car_influenced,1,1,79939.0,66.15834977479047,960.0,1,1
21,São Paulo Grand Prix,29,clean,15,0,75179.0,5.081566232757395,1120.0,0,0
21,São Paulo Grand Prix,29,pit_lane_or_safety_car_influenced,3,3,79686.0,66.04778050354817,1120.0,3,3
21,São Paulo Grand Prix,30,clean,15,0,75140.0,4.870550734333489,1080.0,0,0
21,São Paulo Grand Prix,30,pit_lane_or_safety_car_influenced,3,3,92679.0,103.92205853525138,1160.0,3,3
21,São Paulo Grand Prix,31,clean,17,0,75114.0,5.374658663254096,1160.0,0,0
21,São Paulo Grand Prix,31,pit_lane_or_safety_car_influenced,1,1,92876.0,105.34373199303785,1160.0,1,1
21,São Paulo Grand Prix,32,clean,17,0,75148.0,5.190023694452489,1080.0,0,0
21,São Paulo Grand Prix,32,pit_lane_or_safety_car_influenced,1,1,80294.0,68.73554013356087,1080.0,1,1
21,São Paulo Grand Prix,33,clean,17,0,74870.0,4.549036801393396,920.0,0,0
21,São Paulo Grand Prix,33,pit_lane_or_safety_car_influenced,1,1,101262.0,116.36410573714332,1120.0,1,1
21,São Paulo Grand Prix,34,clean,16,0,75297.0,5.245899188998315,1199.0,0,0
21,São Paulo Grand Prix,34,pit_lane_or_safety_car_influenced,2,2,79282.0,66.38434236947698,1120.0,2,2
21,São Paulo Grand Prix,35,clean,15,0,74929.0,5.01913350905858,1199.0,0,0
21,São Paulo Grand Prix,35,pit_lane_or_safety_car_influenced,3,3,91337.0,103.26903615980196,1199.0,3,3
21,São Paulo Grand Prix,36,clean,16,0,74759.5,4.734495811625214,480.0,0,0
21,São Paulo Grand Prix,36,pit_lane_or_safety_car_influenced,2,2,85308.0,85.85497489988154,480.0,2,2
21,São Paulo Grand Prix,37,clean,15,0,74809.0,4.549952678941399,919.0,0,0
21,São Paulo Grand Prix,37,pit_lane_or_safety_car_influenced,3,3,84144.0,82.14799941852942,919.0,3,3
21,São Paulo Grand Prix,38,clean,14,0,74742.0,4.787136621951362,1040.0,0,0
21,São Paulo Grand Prix,38,pit_lane_or_safety_car_influenced,3,3,80264.0,72.92051596122778,1040.0,3,3
21,São Paulo Grand Prix,39,clean,14,0,74508.0,4.4829555225837066,1121.0,0,0
21,São Paulo Grand Prix,39,pit_lane_or_safety_car_influenced,3,3,90500.0,106.22995464768931,1121.0,3,3
21,São Paulo Grand Prix,40,clean,16,0,74532.5,5.280037090542015,1060.0,0,0
21,São Paulo Grand Prix,40,pit_lane_or_safety_car_influenced,1,1,92407.0,105.55309131858805,1120.0,1,1
21,São Paulo Grand Prix,41,clean,9,0,74390.0,4.844946897450725,1120.0,0,0
21,São Paulo Grand Prix,41,pit_lane_or_safety_car_influenced,8,8,74911.0,6.782203235045465,841.0,8,0
21,São Paulo Grand Prix,42,pit_lane_or_safety_car_influenced,17,17,74493.0,5.866794418753495,1121.0,17,1
21,São Paulo Grand Prix,43,pit_lane_or_safety_car_influenced,17,17,74548.0,5.989745777244076,760.0,17,2
21,São Paulo Grand Prix,44,pit_lane_or_safety_car_influenced,17,17,74383.0,4.578065203084974,1039.0,17,1
21,São Paulo Grand Prix,45,pit_lane_or_safety_car_influenced,17,17,74431.0,5.920565081160434,1120.0,17,0
21,São Paulo Grand Prix,46,pit_lane_or_safety_car_influenced,17,17,74457.0,5.2366012081948,1200.0,17,1
21,São Paulo Grand Prix,47,pit_lane_or_safety_car_influenced,17,17,74653.0,5.208301889295993,920.0,17,4
21,São Paulo Grand Prix,48,clean,4,0,74098.0,4.722102157134348,520.0,0,0
21,São Paulo Grand Prix,48,pit_lane_or_safety_car_influenced,13,13,74753.0,7.109427205002643,520.0,13,4
21,São Paulo Grand Prix,49,pit_lane_or_safety_car_influenced,17,17,74774.0,6.429390716604695,1040.0,17,1
21,São Paulo Grand Prix,50,pit_lane_or_safety_car_influenced,17,17,74083.0,6.808745298927091,1040.0,17,1
21,São Paulo Grand Prix,51,clean,1,0,73458.0,6.475676403863721,1079.0,0,0
21,São Paulo Grand Prix,51,pit_lane_or_safety_car_influenced,16,16,74626.5,5.4788091048100895,720.0,16,2
21,São Paulo Grand Prix,52,clean,16,0,74102.5,4.924027043765534,1079.0,0,0
21,São Paulo Grand Prix,52,pit_lane_or_safety_car_influenced,1,1,91571.0,104.39292623859531,1079.0,1,1
21,São Paulo Grand Prix,53,clean,17,0,74124.0,5.805802393623766,840.0,0,0
21,São Paulo Grand Prix,54,clean,15,0,74202.0,6.173106748441206,1040.0,0,0
21,São Paulo Grand Prix,54,pit_lane_or_safety_car_influenced,2,2,78480.5,66.38410456281665,940.0,2,2
21,São Paulo Grand Prix,55,clean,14,0,74135.5,5.66818444643083,1040.0,0,0
21,São Paulo Grand Prix,55,pit_lane_or_safety_car_influenced,3,3,90317.0,103.06639828263452,920.0,3,3
21,São Paulo Grand Prix,56,clean,16,0,73890.5,4.704025784951752,1080.0,0,0
21,São Paulo Grand Prix,56,pit_lane_or_safety_car_influenced,1,1,91062.0,106.77673587777545,1080.0,1,1
21,São Paulo Grand Prix,57,clean,17,0,73923.0,5.111465341589555,1161.0,0,0
21,São Paulo Grand Prix,58,clean,17,0,73967.0,5.273698286573996,799.0,0,0
21,São Paulo Grand Prix,59,clean,17,0,73970.0,5.778300404259246,839.0,0,0
21,São Paulo Grand Prix,60,clean,17,0,74040.0,5.3705600925067305,840.0,0,0
21,São Paulo Grand Prix,61,clean,17,0,73867.0,5.1989694424350255,840.0,0,0
21,São Paulo Grand Prix,62,clean,17,0,73867.0,5.178371277798942,880.0,0,0
21,São Paulo Grand Prix,63,clean,17,0,74014.0,5.1722196114594805,959.0,0,0
21,São Paulo Grand Prix,64,clean,17,0,73960.0,5.520807595156274,480.0,0,0
21,São Paulo Grand Prix,65,clean,17,0,74002.0,5.750394572434912,1121.0,0,0
21,São Paulo Grand Prix,66,clean,17,0,74003.0,6.488256401976159,1040.0,0,0
21,São Paulo Grand Prix,67,clean,17,0,74285.0,6.72358715124936,1200.0,0,0
21,São Paulo Grand Prix,68,clean,17,0,74002.0,6.066556228762651,1000.0,0,0
21,São Paulo Grand Prix,69,clean,17,0,74272.0,6.246509604142669,1000.0,0,0
21,São Paulo Grand Prix,70,clean,17,0,74754.0,6.715752654739138,1121.0,0,0
21,São Paulo Grand Prix,71,clean,17,0,74996.0,10.080647642074217,1039.0,0,0
