cluster,laps,bad_pct,median_shape_rms,median_lap_time_ms,median_car_coverage,pit_sc_pct,source_anomaly_pct,position_discontinuity_pct,pca_variance_1,pca_variance_2,silhouette
0,494,100.0,64.28306777141142,96003.0,0.9985788915694993,15.789473684210526,99.79757085020243,5.465587044534413,0.33195679036282055,0.21874903505914514,0.7018268978956231
1,129,100.0,107.08409812883517,106030.0,0.9975405434432392,78.29457364341084,93.02325581395348,0.7751937984496124,0.33195679036282055,0.21874903505914514,0.7018268978956231
3,1224,100.0,78.43796295847267,122948.0,0.9976960388738154,20.34313725490196,98.8562091503268,0.16339869281045752,0.33195679036282055,0.21874903505914514,0.7018268978956231
4,563,100.0,104.25682047564857,111552.0,0.9975957009021774,99.46714031971581,99.82238010657194,2.664298401420959,0.33195679036282055,0.21874903505914514,0.7018268978956231
6,35,100.0,74.66658607143691,97342.0,0.9971479692886845,0.0,100.0,100.0,0.33195679036282055,0.21874903505914514,0.7018268978956231
5,661,99.84871406959152,56.606773712110055,95572.0,0.996914431929358,83.50983358547656,99.84871406959152,0.45385779122541603,0.33195679036282055,0.21874903505914514,0.7018268978956231
2,23583,10.142899546283338,6.339566431505963,87420.0,0.9967729568824499,7.034728406055208,3.600050884111436,0.25018021456133654,0.33195679036282055,0.21874903505914514,0.7018268978956231
