event_round,event_name,driver_code,total_laps,bad_laps,integrity_laps,context_laps,shape_laps,replay_unsafe_laps,lap_comparison_unsafe_laps,bad_pct,integrity_pct,context_pct,shape_pct,replay_unsafe_pct,lap_comparison_unsafe_pct
6,Miami Grand Prix,STR,56,12,9,5,9,0,12,21.428571428571427,16.071428571428573,8.928571428571429,16.071428571428573,0.0,21.428571428571427
19,United States Grand Prix,HAM,56,12,9,5,5,1,12,21.428571428571427,16.071428571428573,8.928571428571429,8.928571428571429,1.7857142857142856,21.428571428571427
19,United States Grand Prix,NOR,56,12,9,5,5,0,12,21.428571428571427,16.071428571428573,8.928571428571429,8.928571428571429,0.0,21.428571428571427
19,United States Grand Prix,PIA,56,12,9,5,4,0,12,21.428571428571427,16.071428571428573,8.928571428571429,7.142857142857142,0.0,21.428571428571427
9,Spanish Grand Prix,BEA,66,14,14,6,10,0,14,21.21212121212121,21.21212121212121,9.090909090909092,15.151515151515152,0.0,21.21212121212121
9,Spanish Grand Prix,TSU,66,14,14,9,12,1,14,21.21212121212121,21.21212121212121,13.636363636363635,18.181818181818183,1.5151515151515151,21.21212121212121
9,Spanish Grand Prix,VER,66,14,14,8,13,0,14,21.21212121212121,21.21212121212121,12.121212121212121,19.696969696969695,0.0,21.21212121212121
4,Bahrain Grand Prix,ANT,57,12,12,6,8,1,12,21.052631578947366,21.052631578947366,10.526315789473683,14.035087719298245,1.7543859649122806,21.052631578947366
4,Bahrain Grand Prix,HAD,57,12,12,4,9,0,12,21.052631578947366,21.052631578947366,7.017543859649122,15.789473684210526,0.0,21.052631578947366
6,Miami Grand Prix,HAD,57,12,9,5,9,0,12,21.052631578947366,15.789473684210526,8.771929824561402,15.789473684210526,0.0,21.052631578947366
6,Miami Grand Prix,OCO,57,12,9,5,9,0,12,21.052631578947366,15.789473684210526,8.771929824561402,15.789473684210526,0.0,21.052631578947366
6,Miami Grand Prix,SAI,57,12,9,5,8,0,12,21.052631578947366,15.789473684210526,8.771929824561402,14.035087719298245,0.0,21.052631578947366
7,Emilia Romagna Grand Prix,HAD,63,13,12,5,12,0,13,20.634920634920633,19.047619047619047,7.936507936507936,19.047619047619047,0.0,20.634920634920633
7,Emilia Romagna Grand Prix,HAM,63,13,12,5,11,0,13,20.634920634920633,19.047619047619047,7.936507936507936,17.46031746031746,0.0,20.634920634920633
7,Emilia Romagna Grand Prix,TSU,63,13,12,4,12,1,13,20.634920634920633,19.047619047619047,6.349206349206349,19.047619047619047,1.5873015873015872,20.634920634920633
7,Emilia Romagna Grand Prix,VER,63,13,12,5,12,0,13,20.634920634920633,19.047619047619047,7.936507936507936,19.047619047619047,0.0,20.634920634920633
11,Austrian Grand Prix,TSU,68,14,9,10,10,0,14,20.588235294117645,13.23529411764706,14.705882352941178,14.705882352941178,0.0,20.588235294117645
8,Monaco Grand Prix,LEC,78,16,9,9,10,0,16,20.51282051282051,11.538461538461538,11.538461538461538,12.82051282051282,0.0,20.51282051282051
5,Saudi Arabian Grand Prix,BOR,49,10,5,7,1,2,10,20.408163265306122,10.204081632653061,14.285714285714285,2.0408163265306123,4.081632653061225,20.408163265306122
5,Saudi Arabian Grand Prix,STR,49,10,6,6,3,2,10,20.408163265306122,12.244897959183673,12.244897959183673,6.122448979591836,4.081632653061225,20.408163265306122
5,Saudi Arabian Grand Prix,ALB,50,10,6,6,3,2,10,20.0,12.0,12.0,6.0,4.0,20.0
5,Saudi Arabian Grand Prix,BEA,50,10,5,7,3,2,10,20.0,10.0,14.000000000000002,6.0,4.0,20.0
5,Saudi Arabian Grand Prix,LEC,50,10,5,7,3,2,10,20.0,10.0,14.000000000000002,6.0,4.0,20.0
5,Saudi Arabian Grand Prix,PIA,50,10,5,7,3,2,10,20.0,10.0,14.000000000000002,6.0,4.0,20.0
5,Saudi Arabian Grand Prix,RUS,50,10,5,7,3,2,10,20.0,10.0,14.000000000000002,6.0,4.0,20.0
5,Saudi Arabian Grand Prix,VER,50,10,5,7,3,2,10,20.0,10.0,14.000000000000002,6.0,4.0,20.0
8,Monaco Grand Prix,ANT,75,15,10,9,9,0,15,20.0,13.333333333333334,12.0,12.0,0.0,20.0
19,United States Grand Prix,COL,55,11,7,6,4,0,11,20.0,12.727272727272727,10.909090909090908,7.2727272727272725,0.0,20.0
8,Monaco Grand Prix,HUL,76,15,10,8,7,0,15,19.736842105263158,13.157894736842104,10.526315789473683,9.210526315789473,0.0,19.736842105263158
9,Spanish Grand Prix,ALO,66,13,13,6,11,0,13,19.696969696969695,19.696969696969695,9.090909090909092,16.666666666666664,0.0,19.696969696969695
9,Spanish Grand Prix,COL,66,13,13,6,10,0,13,19.696969696969695,19.696969696969695,9.090909090909092,15.151515151515152,0.0,19.696969696969695
9,Spanish Grand Prix,LAW,66,13,13,4,10,0,13,19.696969696969695,19.696969696969695,6.0606060606060606,15.151515151515152,0.0,19.696969696969695
6,Miami Grand Prix,ALO,56,11,7,5,8,0,11,19.642857142857142,12.5,8.928571428571429,14.285714285714285,0.0,19.642857142857142
19,United States Grand Prix,ANT,56,11,8,5,5,0,11,19.642857142857142,14.285714285714285,8.928571428571429,8.928571428571429,0.0,19.642857142857142
17,Azerbaijan Grand Prix,HAD,51,10,6,6,3,3,10,19.607843137254903,11.76470588235294,11.76470588235294,5.88235294117647,5.88235294117647,19.607843137254903
4,Bahrain Grand Prix,HUL,57,11,11,4,8,1,11,19.298245614035086,19.298245614035086,7.017543859649122,14.035087719298245,1.7543859649122806,19.298245614035086
6,Miami Grand Prix,ALB,57,11,8,5,8,0,11,19.298245614035086,14.035087719298245,8.771929824561402,14.035087719298245,0.0,19.298245614035086
6,Miami Grand Prix,ANT,57,11,8,5,8,0,11,19.298245614035086,14.035087719298245,8.771929824561402,14.035087719298245,0.0,19.298245614035086
6,Miami Grand Prix,NOR,57,11,8,5,7,0,11,19.298245614035086,14.035087719298245,8.771929824561402,12.280701754385964,0.0,19.298245614035086
6,Miami Grand Prix,TSU,57,11,8,5,7,0,11,19.298245614035086,14.035087719298245,8.771929824561402,12.280701754385964,0.0,19.298245614035086
8,Monaco Grand Prix,NOR,78,15,8,9,9,0,15,19.230769230769234,10.256410256410255,11.538461538461538,11.538461538461538,0.0,19.230769230769234
8,Monaco Grand Prix,VER,78,15,9,9,7,0,15,19.230769230769234,11.538461538461538,11.538461538461538,8.974358974358974,0.0,19.230769230769234
15,Dutch Grand Prix,LEC,52,10,10,3,9,0,10,19.230769230769234,19.230769230769234,5.769230769230769,17.307692307692307,0.0,19.230769230769234
11,Austrian Grand Prix,BEA,69,13,9,8,7,0,13,18.84057971014493,13.043478260869565,11.594202898550725,10.144927536231885,0.0,18.84057971014493
11,Austrian Grand Prix,COL,69,13,8,8,8,0,13,18.84057971014493,11.594202898550725,11.594202898550725,11.594202898550725,0.0,18.84057971014493
11,Austrian Grand Prix,OCO,69,13,8,9,7,0,13,18.84057971014493,11.594202898550725,13.043478260869565,10.144927536231885,0.0,18.84057971014493
11,Austrian Grand Prix,NOR,70,13,8,9,7,0,13,18.571428571428573,11.428571428571429,12.857142857142856,10.0,0.0,18.571428571428573
8,Monaco Grand Prix,SAI,76,14,8,9,8,0,14,18.421052631578945,10.526315789473683,11.842105263157894,10.526315789473683,0.0,18.421052631578945
8,Monaco Grand Prix,STR,76,14,9,9,6,1,14,18.421052631578945,11.842105263157894,11.842105263157894,7.894736842105263,1.3157894736842104,18.421052631578945
8,Monaco Grand Prix,HAD,77,14,8,9,8,0,14,18.181818181818183,10.38961038961039,11.688311688311687,10.38961038961039,0.0,18.181818181818183
8,Monaco Grand Prix,OCO,77,14,8,9,9,0,14,18.181818181818183,10.38961038961039,11.688311688311687,11.688311688311687,0.0,18.181818181818183
9,Spanish Grand Prix,BOR,66,12,12,4,10,0,12,18.181818181818183,18.181818181818183,6.0606060606060606,15.151515151515152,0.0,18.181818181818183
9,Spanish Grand Prix,GAS,66,12,12,6,12,0,12,18.181818181818183,18.181818181818183,9.090909090909092,18.181818181818183,0.0,18.181818181818183
9,Spanish Grand Prix,HAD,66,12,12,6,12,0,12,18.181818181818183,18.181818181818183,9.090909090909092,18.181818181818183,0.0,18.181818181818183
9,Spanish Grand Prix,HUL,66,12,12,6,12,0,12,18.181818181818183,18.181818181818183,9.090909090909092,18.181818181818183,0.0,18.181818181818183
9,Spanish Grand Prix,OCO,66,12,12,4,10,0,12,18.181818181818183,18.181818181818183,6.0606060606060606,15.151515151515152,0.0,18.181818181818183
9,Spanish Grand Prix,SAI,66,12,12,6,10,0,12,18.181818181818183,18.181818181818183,9.090909090909092,15.151515151515152,0.0,18.181818181818183
5,Saudi Arabian Grand Prix,HAD,50,9,7,4,3,2,9,18.0,14.000000000000002,8.0,6.0,4.0,18.0
5,Saudi Arabian Grand Prix,NOR,50,9,6,5,3,2,9,18.0,12.0,10.0,6.0,4.0,18.0
5,Saudi Arabian Grand Prix,OCO,50,9,3,7,2,2,9,18.0,6.0,14.000000000000002,4.0,4.0,18.0
5,Saudi Arabian Grand Prix,SAI,50,9,5,6,3,2,9,18.0,10.0,12.0,6.0,4.0,18.0
8,Monaco Grand Prix,HAM,78,14,9,8,7,0,14,17.94871794871795,11.538461538461538,10.256410256410255,8.974358974358974,0.0,17.94871794871795
8,Monaco Grand Prix,PIA,78,14,8,9,9,0,14,17.94871794871795,10.256410256410255,11.538461538461538,11.538461538461538,0.0,17.94871794871795
6,Miami Grand Prix,HUL,56,10,9,3,8,0,10,17.857142857142858,16.071428571428573,5.357142857142857,14.285714285714285,0.0,17.857142857142858
19,United States Grand Prix,ALB,56,10,7,7,4,0,10,17.857142857142858,12.5,12.5,7.142857142857142,0.0,17.857142857142858
19,United States Grand Prix,BEA,56,10,7,5,5,0,10,17.857142857142858,12.5,8.928571428571429,8.928571428571429,0.0,17.857142857142858
19,United States Grand Prix,HAD,56,10,7,5,4,0,10,17.857142857142858,12.5,8.928571428571429,7.142857142857142,0.0,17.857142857142858
19,United States Grand Prix,LEC,56,10,7,5,5,0,10,17.857142857142858,12.5,8.928571428571429,8.928571428571429,0.0,17.857142857142858
19,United States Grand Prix,STR,56,10,7,5,4,0,10,17.857142857142858,12.5,8.928571428571429,7.142857142857142,0.0,17.857142857142858
4,Bahrain Grand Prix,GAS,57,10,10,4,9,1,10,17.543859649122805,17.543859649122805,7.017543859649122,15.789473684210526,1.7543859649122806,17.543859649122805
4,Bahrain Grand Prix,NOR,57,10,10,4,7,2,10,17.543859649122805,17.543859649122805,7.017543859649122,12.280701754385964,3.508771929824561,17.543859649122805
4,Bahrain Grand Prix,TSU,57,10,10,4,6,1,10,17.543859649122805,17.543859649122805,7.017543859649122,10.526315789473683,1.7543859649122806,17.543859649122805
6,Miami Grand Prix,GAS,57,10,7,6,7,1,10,17.543859649122805,12.280701754385964,10.526315789473683,12.280701754385964,1.7543859649122806,17.543859649122805
6,Miami Grand Prix,PIA,57,10,7,5,7,0,10,17.543859649122805,12.280701754385964,8.771929824561402,12.280701754385964,0.0,17.543859649122805
10,Canadian Grand Prix,BEA,69,12,12,6,7,3,12,17.391304347826086,17.391304347826086,8.695652173913043,10.144927536231885,4.3478260869565215,17.391304347826086
11,Austrian Grand Prix,BOR,69,12,7,9,7,0,12,17.391304347826086,10.144927536231885,13.043478260869565,10.144927536231885,0.0,17.391304347826086
11,Austrian Grand Prix,STR,69,12,8,8,7,0,12,17.391304347826086,11.594202898550725,11.594202898550725,10.144927536231885,0.0,17.391304347826086
10,Canadian Grand Prix,ALO,70,12,12,9,10,3,12,17.142857142857142,17.142857142857142,12.857142857142856,14.285714285714285,4.285714285714286,17.142857142857142
10,Canadian Grand Prix,HAM,70,12,12,8,10,3,12,17.142857142857142,17.142857142857142,11.428571428571429,14.285714285714285,4.285714285714286,17.142857142857142
10,Canadian Grand Prix,LEC,70,12,12,8,9,3,12,17.142857142857142,17.142857142857142,11.428571428571429,12.857142857142856,4.285714285714286,17.142857142857142
11,Austrian Grand Prix,LEC,70,12,8,8,7,0,12,17.142857142857142,11.428571428571429,11.428571428571429,10.0,0.0,17.142857142857142
11,Austrian Grand Prix,PIA,70,12,9,8,7,0,12,17.142857142857142,12.857142857142856,11.428571428571429,10.0,0.0,17.142857142857142
8,Monaco Grand Prix,BEA,76,13,8,9,5,1,13,17.105263157894736,10.526315789473683,11.842105263157894,6.578947368421052,1.3157894736842104,17.105263157894736
8,Monaco Grand Prix,BOR,76,13,8,11,7,1,13,17.105263157894736,10.526315789473683,14.473684210526317,9.210526315789473,1.3157894736842104,17.105263157894736
8,Monaco Grand Prix,COL,76,13,8,9,8,0,13,17.105263157894736,10.526315789473683,11.842105263157894,10.526315789473683,0.0,17.105263157894736
9,Spanish Grand Prix,HAM,66,11,11,6,11,0,11,16.666666666666664,16.666666666666664,9.090909090909092,16.666666666666664,0.0,16.666666666666664
9,Spanish Grand Prix,LEC,66,11,11,6,11,0,11,16.666666666666664,16.666666666666664,9.090909090909092,16.666666666666664,0.0,16.666666666666664
9,Spanish Grand Prix,NOR,66,11,11,6,11,0,11,16.666666666666664,16.666666666666664,9.090909090909092,16.666666666666664,0.0,16.666666666666664
9,Spanish Grand Prix,PIA,66,11,11,6,11,0,11,16.666666666666664,16.666666666666664,9.090909090909092,16.666666666666664,0.0,16.666666666666664
9,Spanish Grand Prix,RUS,66,11,11,6,11,0,11,16.666666666666664,16.666666666666664,9.090909090909092,16.666666666666664,0.0,16.666666666666664
16,Italian Grand Prix,ALO,24,4,4,3,4,0,4,16.666666666666664,16.666666666666664,12.5,16.666666666666664,0.0,16.666666666666664
19,United States Grand Prix,GAS,55,9,6,5,4,0,9,16.363636363636363,10.909090909090908,9.090909090909092,7.2727272727272725,0.0,16.363636363636363
5,Saudi Arabian Grand Prix,DOO,49,8,5,7,3,2,8,16.3265306122449,10.204081632653061,14.285714285714285,6.122448979591836,4.081632653061225,16.3265306122449
5,Saudi Arabian Grand Prix,HUL,49,8,5,5,3,2,8,16.3265306122449,10.204081632653061,10.204081632653061,6.122448979591836,4.081632653061225,16.3265306122449
19,United States Grand Prix,ALO,56,9,6,5,4,0,9,16.071428571428573,10.714285714285714,8.928571428571429,7.142857142857142,0.0,16.071428571428573
19,United States Grand Prix,OCO,56,9,6,5,4,0,9,16.071428571428573,10.714285714285714,8.928571428571429,7.142857142857142,0.0,16.071428571428573
19,United States Grand Prix,RUS,56,9,6,5,4,0,9,16.071428571428573,10.714285714285714,8.928571428571429,7.142857142857142,0.0,16.071428571428573
19,United States Grand Prix,TSU,56,9,6,5,4,0,9,16.071428571428573,10.714285714285714,8.928571428571429,7.142857142857142,0.0,16.071428571428573
19,United States Grand Prix,VER,56,9,6,5,5,1,9,16.071428571428573,10.714285714285714,8.928571428571429,8.928571428571429,1.7857142857142856,16.071428571428573
10,Canadian Grand Prix,HAD,69,11,11,6,7,3,11,15.942028985507244,15.942028985507244,8.695652173913043,10.144927536231885,4.3478260869565215,15.942028985507244
10,Canadian Grand Prix,STR,69,11,11,8,9,3,11,15.942028985507244,15.942028985507244,11.594202898550725,13.043478260869565,4.3478260869565215,15.942028985507244
11,Austrian Grand Prix,ALO,69,11,6,7,5,0,11,15.942028985507244,8.695652173913043,10.144927536231885,7.246376811594203,0.0,15.942028985507244
11,Austrian Grand Prix,GAS,69,11,7,8,7,0,11,15.942028985507244,10.144927536231885,11.594202898550725,10.144927536231885,0.0,15.942028985507244
11,Austrian Grand Prix,HUL,69,11,7,8,7,0,11,15.942028985507244,10.144927536231885,11.594202898550725,10.144927536231885,0.0,15.942028985507244
4,Bahrain Grand Prix,BEA,57,9,9,4,7,0,9,15.789473684210526,15.789473684210526,7.017543859649122,12.280701754385964,0.0,15.789473684210526
4,Bahrain Grand Prix,OCO,57,9,9,4,9,0,9,15.789473684210526,15.789473684210526,7.017543859649122,15.789473684210526,0.0,15.789473684210526
6,Miami Grand Prix,HAM,57,9,6,5,6,0,9,15.789473684210526,10.526315789473683,8.771929824561402,10.526315789473683,0.0,15.789473684210526
6,Miami Grand Prix,LEC,57,9,6,5,6,0,9,15.789473684210526,10.526315789473683,8.771929824561402,10.526315789473683,0.0,15.789473684210526
6,Miami Grand Prix,RUS,57,9,6,5,6,1,9,15.789473684210526,10.526315789473683,8.771929824561402,10.526315789473683,1.7543859649122806,15.789473684210526
8,Monaco Grand Prix,ALB,76,12,8,7,7,0,12,15.789473684210526,10.526315789473683,9.210526315789473,9.210526315789473,0.0,15.789473684210526
8,Monaco Grand Prix,TSU,76,12,7,9,6,1,12,15.789473684210526,9.210526315789473,11.842105263157894,7.894736842105263,1.3157894736842104,15.789473684210526
24,Abu Dhabi Grand Prix,GAS,57,9,9,4,3,0,9,15.789473684210526,15.789473684210526,7.017543859649122,5.263157894736842,0.0,15.789473684210526
10,Canadian Grand Prix,ANT,70,11,11,8,9,3,11,15.714285714285714,15.714285714285714,11.428571428571429,12.857142857142856,4.285714285714286,15.714285714285714
10,Canadian Grand Prix,PIA,70,11,11,8,9,3,11,15.714285714285714,15.714285714285714,11.428571428571429,12.857142857142856,4.285714285714286,15.714285714285714
10,Canadian Grand Prix,RUS,70,11,11,8,9,3,11,15.714285714285714,15.714285714285714,11.428571428571429,12.857142857142856,4.285714285714286,15.714285714285714
10,Canadian Grand Prix,VER,70,11,11,8,9,3,11,15.714285714285714,15.714285714285714,11.428571428571429,12.857142857142856,4.285714285714286,15.714285714285714
11,Austrian Grand Prix,HAM,70,11,8,8,7,0,11,15.714285714285714,11.428571428571429,11.428571428571429,10.0,0.0,15.714285714285714
8,Monaco Grand Prix,LAW,77,12,9,7,7,0,12,15.584415584415584,11.688311688311687,9.090909090909092,9.090909090909092,0.0,15.584415584415584
9,Spanish Grand Prix,ANT,54,8,8,4,5,1,8,14.814814814814813,14.814814814814813,7.4074074074074066,9.25925925925926,1.8518518518518516,14.814814814814813
2,Chinese Grand Prix,TSU,55,8,8,6,7,0,8,14.545454545454545,14.545454545454545,10.909090909090908,12.727272727272727,0.0,14.545454545454545
10,Canadian Grand Prix,COL,69,10,9,6,8,3,10,14.492753623188406,13.043478260869565,8.695652173913043,11.594202898550725,4.3478260869565215,14.492753623188406
10,Canadian Grand Prix,GAS,69,10,10,7,7,3,10,14.492753623188406,14.492753623188406,10.144927536231885,10.144927536231885,4.3478260869565215,14.492753623188406
10,Canadian Grand Prix,SAI,69,10,10,6,7,4,10,14.492753623188406,14.492753623188406,8.695652173913043,10.144927536231885,5.797101449275362,14.492753623188406
11,Austrian Grand Prix,HAD,69,10,5,9,5,0,10,14.492753623188406,7.246376811594203,13.043478260869565,7.246376811594203,0.0,14.492753623188406
6,Miami Grand Prix,BEA,28,4,4,0,3,1,4,14.285714285714285,14.285714285714285,0.0,10.714285714285714,3.571428571428571,14.285714285714285
10,Canadian Grand Prix,HUL,70,10,10,7,8,3,10,14.285714285714285,14.285714285714285,10.0,11.428571428571429,4.285714285714286,14.285714285714285
11,Austrian Grand Prix,LAW,70,10,5,7,5,0,10,14.285714285714285,7.142857142857142,10.0,7.142857142857142,0.0,14.285714285714285
11,Austrian Grand Prix,RUS,70,10,7,7,7,0,10,14.285714285714285,10.0,10.0,10.0,0.0,14.285714285714285
19,United States Grand Prix,HUL,56,8,5,5,4,0,8,14.285714285714285,8.928571428571429,8.928571428571429,7.142857142857142,0.0,14.285714285714285
19,United States Grand Prix,LAW,56,8,5,5,4,0,8,14.285714285714285,8.928571428571429,8.928571428571429,7.142857142857142,0.0,14.285714285714285
4,Bahrain Grand Prix,ALO,57,8,8,4,6,1,8,14.035087719298245,14.035087719298245,7.017543859649122,10.526315789473683,1.7543859649122806,14.035087719298245
4,Bahrain Grand Prix,HAM,57,8,8,4,6,1,8,14.035087719298245,14.035087719298245,7.017543859649122,10.526315789473683,1.7543859649122806,14.035087719298245
4,Bahrain Grand Prix,LAW,57,8,8,4,5,1,8,14.035087719298245,14.035087719298245,7.017543859649122,8.771929824561402,1.7543859649122806,14.035087719298245
4,Bahrain Grand Prix,LEC,57,8,8,4,6,1,8,14.035087719298245,14.035087719298245,7.017543859649122,10.526315789473683,1.7543859649122806,14.035087719298245
4,Bahrain Grand Prix,PIA,57,8,8,4,6,1,8,14.035087719298245,14.035087719298245,7.017543859649122,10.526315789473683,1.7543859649122806,14.035087719298245
4,Bahrain Grand Prix,STR,57,8,8,4,6,1,8,14.035087719298245,14.035087719298245,7.017543859649122,10.526315789473683,1.7543859649122806,14.035087719298245
24,Abu Dhabi Grand Prix,COL,57,8,8,4,3,0,8,14.035087719298245,14.035087719298245,7.017543859649122,5.263157894736842,0.0,14.035087719298245
24,Abu Dhabi Grand Prix,ALB,58,8,8,4,3,0,8,13.793103448275861,13.793103448275861,6.896551724137931,5.172413793103448,0.0,13.793103448275861
24,Abu Dhabi Grand Prix,HAM,58,8,8,4,3,0,8,13.793103448275861,13.793103448275861,6.896551724137931,5.172413793103448,0.0,13.793103448275861
24,Abu Dhabi Grand Prix,HUL,58,8,8,4,4,0,8,13.793103448275861,13.793103448275861,6.896551724137931,6.896551724137931,0.0,13.793103448275861
10,Canadian Grand Prix,BOR,69,9,9,6,7,3,9,13.043478260869565,13.043478260869565,8.695652173913043,10.144927536231885,4.3478260869565215,13.043478260869565
10,Canadian Grand Prix,OCO,69,9,9,6,7,3,9,13.043478260869565,13.043478260869565,8.695652173913043,10.144927536231885,4.3478260869565215,13.043478260869565
10,Canadian Grand Prix,TSU,69,9,9,6,7,3,9,13.043478260869565,13.043478260869565,8.695652173913043,10.144927536231885,4.3478260869565215,13.043478260869565
10,Canadian Grand Prix,ALB,47,6,6,2,3,4,6,12.76595744680851,12.76595744680851,4.25531914893617,6.382978723404255,8.51063829787234,12.76595744680851
20,Mexico City Grand Prix,ANT,71,9,9,4,7,0,9,12.676056338028168,12.676056338028168,5.633802816901409,9.859154929577464,0.0,12.676056338028168
20,Mexico City Grand Prix,HAM,71,9,9,4,7,0,9,12.676056338028168,12.676056338028168,5.633802816901409,9.859154929577464,0.0,12.676056338028168
4,Bahrain Grand Prix,ALB,57,7,7,4,6,1,7,12.280701754385964,12.280701754385964,7.017543859649122,10.526315789473683,1.7543859649122806,12.280701754385964
4,Bahrain Grand Prix,BOR,57,7,7,4,5,1,7,12.280701754385964,12.280701754385964,7.017543859649122,8.771929824561402,1.7543859649122806,12.280701754385964
24,Abu Dhabi Grand Prix,LEC,58,7,7,4,3,0,7,12.068965517241379,12.068965517241379,6.896551724137931,5.172413793103448,0.0,12.068965517241379
10,Canadian Grand Prix,NOR,67,8,8,4,5,4,8,11.940298507462686,11.940298507462686,5.970149253731343,7.462686567164178,5.970149253731343,11.940298507462686
20,Mexico City Grand Prix,ALO,34,4,4,3,4,0,4,11.76470588235294,11.76470588235294,8.823529411764707,11.76470588235294,0.0,11.76470588235294
20,Mexico City Grand Prix,SAI,68,8,8,6,7,1,8,11.76470588235294,11.76470588235294,8.823529411764707,10.294117647058822,1.4705882352941175,11.76470588235294
14,Hungarian Grand Prix,HUL,69,8,8,4,4,0,8,11.594202898550725,11.594202898550725,5.797101449275362,5.797101449275362,0.0,11.594202898550725
3,Japanese Grand Prix,STR,52,6,5,4,6,0,6,11.538461538461538,9.615384615384617,7.6923076923076925,11.538461538461538,0.0,11.538461538461538
16,Italian Grand Prix,COL,52,6,6,2,3,0,6,11.538461538461538,11.538461538461538,3.8461538461538463,5.769230769230769,0.0,11.538461538461538
16,Italian Grand Prix,GAS,52,6,6,3,3,1,6,11.538461538461538,11.538461538461538,5.769230769230769,5.769230769230769,1.9230769230769231,11.538461538461538
16,Italian Grand Prix,ANT,53,6,6,2,3,0,6,11.320754716981133,11.320754716981133,3.7735849056603774,5.660377358490567,0.0,11.320754716981133
16,Italian Grand Prix,SAI,53,6,6,2,4,0,6,11.320754716981133,11.320754716981133,3.7735849056603774,7.547169811320755,0.0,11.320754716981133
18,Singapore Grand Prix,HAM,62,7,7,4,6,0,7,11.29032258064516,11.29032258064516,6.451612903225806,9.67741935483871,0.0,11.29032258064516
20,Mexico City Grand Prix,BEA,71,8,8,4,7,0,8,11.267605633802818,11.267605633802818,5.633802816901409,9.859154929577464,0.0,11.267605633802818
20,Mexico City Grand Prix,RUS,71,8,8,4,7,0,8,11.267605633802818,11.267605633802818,5.633802816901409,9.859154929577464,0.0,11.267605633802818
7,Emilia Romagna Grand Prix,ANT,45,5,5,2,4,1,5,11.11111111111111,11.11111111111111,4.444444444444445,8.88888888888889,2.2222222222222223,11.11111111111111
10,Canadian Grand Prix,LAW,54,6,6,4,3,4,6,11.11111111111111,11.11111111111111,7.4074074074074066,5.555555555555555,7.4074074074074066,11.11111111111111
2,Chinese Grand Prix,HAD,56,6,6,4,5,0,6,10.714285714285714,10.714285714285714,7.142857142857142,8.928571428571429,0.0,10.714285714285714
7,Emilia Romagna Grand Prix,OCO,28,3,3,2,2,1,3,10.714285714285714,10.714285714285714,7.142857142857142,7.142857142857142,3.571428571428571,10.714285714285714
24,Abu Dhabi Grand Prix,HAD,57,6,6,2,2,0,6,10.526315789473683,10.526315789473683,3.508771929824561,3.508771929824561,0.0,10.526315789473683
14,Hungarian Grand Prix,BEA,48,5,5,3,4,0,5,10.416666666666668,10.416666666666668,6.25,8.333333333333332,0.0,10.416666666666668
24,Abu Dhabi Grand Prix,ANT,58,6,6,2,2,0,6,10.344827586206897,10.344827586206897,3.4482758620689653,3.4482758620689653,0.0,10.344827586206897
14,Hungarian Grand Prix,COL,69,7,7,4,4,0,7,10.144927536231885,10.144927536231885,5.797101449275362,5.797101449275362,0.0,10.144927536231885
20,Mexico City Grand Prix,STR,70,7,7,4,7,0,7,10.0,10.0,5.714285714285714,10.0,0.0,10.0
20,Mexico City Grand Prix,PIA,71,7,7,4,7,0,7,9.859154929577464,9.859154929577464,5.633802816901409,9.859154929577464,0.0,9.859154929577464
18,Singapore Grand Prix,GAS,61,6,6,5,5,1,6,9.836065573770492,9.836065573770492,8.19672131147541,8.19672131147541,1.639344262295082,9.836065573770492
18,Singapore Grand Prix,BEA,62,6,6,2,3,0,6,9.67741935483871,9.67741935483871,3.225806451612903,4.838709677419355,0.0,9.67741935483871
3,Japanese Grand Prix,ANT,53,5,5,2,3,0,5,9.433962264150944,9.433962264150944,3.7735849056603774,5.660377358490567,0.0,9.433962264150944
3,Japanese Grand Prix,SAI,53,5,5,2,3,0,5,9.433962264150944,9.433962264150944,3.7735849056603774,5.660377358490567,0.0,9.433962264150944
2,Chinese Grand Prix,HAM,56,5,5,4,5,0,5,8.928571428571429,8.928571428571429,7.142857142857142,8.928571428571429,0.0,8.928571428571429
2,Chinese Grand Prix,LAW,56,5,5,5,5,1,5,8.928571428571429,8.928571428571429,8.928571428571429,8.928571428571429,1.7857142857142856,8.928571428571429
24,Abu Dhabi Grand Prix,LAW,57,5,5,2,3,0,5,8.771929824561402,8.771929824561402,3.508771929824561,5.263157894736842,0.0,8.771929824561402
14,Hungarian Grand Prix,ALB,69,6,6,4,5,0,6,8.695652173913043,8.695652173913043,5.797101449275362,7.246376811594203,0.0,8.695652173913043
14,Hungarian Grand Prix,SAI,69,6,6,4,5,0,6,8.695652173913043,8.695652173913043,5.797101449275362,7.246376811594203,0.0,8.695652173913043
15,Dutch Grand Prix,HAM,23,2,2,0,1,1,2,8.695652173913043,8.695652173913043,0.0,4.3478260869565215,4.3478260869565215,8.695652173913043
24,Abu Dhabi Grand Prix,BOR,58,5,5,2,2,0,5,8.620689655172415,8.620689655172415,3.4482758620689653,3.4482758620689653,0.0,8.620689655172415
24,Abu Dhabi Grand Prix,NOR,58,5,5,4,3,0,5,8.620689655172415,8.620689655172415,6.896551724137931,5.172413793103448,0.0,8.620689655172415
24,Abu Dhabi Grand Prix,OCO,58,5,5,2,2,0,5,8.620689655172415,8.620689655172415,3.4482758620689653,3.4482758620689653,0.0,8.620689655172415
