race_control_message_id,session_id,year,event_name,message_time_utc,session_time_ms,category,message,status,flag,scope,sector,racing_number,driver_code,lap_number,taxonomy,normalized_message,missing_session_time,missing_lap_scope,missing_driver_scope,is_driver_scoped,is_lap_scoped
3106,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:00:59+00:00,59000.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 2,,DOUBLE YELLOW,Sector,2.0,,,1,flags,double yellow in track sector #,False,False,True,False,True
3107,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:02:17+00:00,137000.0,Other,ABORTED START,,,,,,,1,other,aborted start,False,False,True,False,True
3108,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:04:15+00:00,255000.0,Other,FORMATION LAP WILL START AT 15:15,,,,,,,1,other,formation lap will start at #:#,False,False,True,False,True
3109,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:05:17+00:00,317000.0,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,,1,flags,clear in track sector #,False,False,True,False,True
3110,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:18:23+00:00,1103000.0,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,,1,pit_entry_exit,green light - pit exit open,False,False,True,False,True
3111,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:19:27+00:00,1167000.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 8,,DOUBLE YELLOW,Sector,8.0,,,1,flags,double yellow in track sector #,False,False,True,False,True
3112,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:19:31+00:00,1171000.0,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,,1,safety_car,safety car deployed,False,False,True,False,True
3113,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:20:18+00:00,1218000.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 8,,DOUBLE YELLOW,Sector,8.0,,,1,flags,double yellow in track sector #,False,False,True,False,True
3114,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:20:58+00:00,1258000.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 20,,DOUBLE YELLOW,Sector,20.0,,,2,flags,double yellow in track sector #,False,False,True,False,True
3115,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:21:22+00:00,1282000.0,SafetyCar,SAFETY CAR THROUGH THE PIT LANE,THROUGH THE PIT LANE,,,,,,2,safety_car,safety car through the pit lane,False,False,True,False,True
3116,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:24:24+00:00,1464000.0,Other,RECOVERY VEHICLE ON TRACK AT TURN 14,,,,,,,3,other,recovery vehicle on track at turn #,False,False,True,False,True
3117,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:26:13+00:00,1573000.0,Other,RECOVERY VEHICLE ON TRACK BEFORE TURN 6,,,,,,,4,other,recovery vehicle on track before turn #,False,False,True,False,True
3118,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:30:00+00:00,1800000.0,Other,SAFETY CAR WILL USE START/FINISH STRAIGHT,,,,,,,5,safety_car,safety car will use start/finish straight,False,False,True,False,True
3119,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:30:05+00:00,1805000.0,Flag,CLEAR IN TRACK SECTOR 20,,CLEAR,Sector,20.0,,,5,flags,clear in track sector #,False,False,True,False,True
3120,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:30:31+00:00,1831000.0,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,,,5,flags,clear in track sector #,False,False,True,False,True
3121,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:33:54+00:00,2034000.0,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,,7,safety_car,safety car in this lap,False,False,True,False,True
3122,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:35:12+00:00,2112000.0,Flag,TRACK CLEAR,,CLEAR,Track,,,,7,flags,track clear,False,False,True,False,True
3123,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:36:21+00:00,2181000.0,Other,INCIDENT INVOLVING CAR 14 (ALO) NOTED - SAFETY CAR INFRINGEMENT,,,,,,,8,safety_car,incident involving car # (alo) noted - safety car infringement,False,False,True,False,True
3124,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:37:35+00:00,2255000.0,Other,INCIDENT INVOLVING CAR 22 (TSU) NOTED - SAFETY CAR INFRINGEMENT,,,,,,,9,safety_car,incident involving car # (tsu) noted - safety car infringement,False,False,True,False,True
3125,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:37:41+00:00,2261000.0,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 14 (ALO) UNDER INVESTIGATION - SAFETY CAR INFRINGEMENT,,,,,,,9,safety_car,fia stewards: incident involving car # (alo) under investigation - safety car infringement,False,False,True,False,True
3126,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:38:41+00:00,2321000.0,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 22 (TSU) UNDER INVESTIGATION - SAFETY CAR INFRINGEMENT,,,,,,,10,safety_car,fia stewards: incident involving car # (tsu) under investigation - safety car infringement,False,False,True,False,True
3127,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:42:06+00:00,2526000.0,Drs,DRS ENABLED,ENABLED,,,,,,12,drs,drs enabled,False,False,True,False,True
3128,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:50:42+00:00,3042000.0,Other,CAR 12 (ANT) TIME 1:37.326 DELETED - TRACK LIMITS AT TURN 4 LAP 16 15:48:48,,,,,,,17,other,car # (ant) time #:#.# deleted - track limits at turn # lap # #:#:#,False,False,True,False,True
3129,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:51:05+00:00,3065000.0,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 15,,,,,,,18,other,track surface slippery in track sector #,False,False,True,False,True
3130,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:51:15+00:00,3075000.0,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,,,18,flags,clear in track sector #,False,False,True,False,True
3131,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:51:20+00:00,3080000.0,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 12,,,,,,,18,other,track surface slippery in track sector #,False,False,True,False,True
3132,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:51:31+00:00,3091000.0,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,,18,flags,clear in track sector #,False,False,True,False,True
3133,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:51:45+00:00,3105000.0,Other,INCIDENT INVOLVING CAR 23 (ALB) NOTED - SAFETY CAR INFRINGEMENT,,,,,,,18,safety_car,incident involving car # (alb) noted - safety car infringement,False,False,True,False,True
3134,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:51:51+00:00,3111000.0,Other,INCIDENT INVOLVING CAR 44 (HAM) NOTED - SAFETY CAR INFRINGEMENT,,,,,,,18,safety_car,incident involving car # (ham) noted - safety car infringement,False,False,True,False,True
3135,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:52:03+00:00,3123000.0,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 13,,,,,,,18,other,track surface slippery in track sector #,False,False,True,False,True
3136,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:52:04+00:00,3124000.0,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 1,,,,,,,18,other,track surface slippery in track sector #,False,False,True,False,True
3137,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:52:10+00:00,3130000.0,Flag,CLEAR IN TRACK SECTOR 1,,CLEAR,Sector,1.0,,,18,flags,clear in track sector #,False,False,True,False,True
3138,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:52:11+00:00,3131000.0,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,,18,flags,clear in track sector #,False,False,True,False,True
3139,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:52:52+00:00,3172000.0,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 23 (ALB) UNDER INVESTIGATION - SAFETY CAR INFRINGEMENT,,,,,,,19,safety_car,fia stewards: incident involving car # (alb) under investigation - safety car infringement,False,False,True,False,True
3140,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:52:56+00:00,3176000.0,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 15,,,,,,,19,other,track surface slippery in track sector #,False,False,True,False,True
3141,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:52:56+00:00,3176000.0,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,,,19,flags,clear in track sector #,False,False,True,False,True
3142,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:53:00+00:00,3180000.0,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 44 (HAM) UNDER INVESTIGATION - SAFETY CAR INFRINGEMENT,,,,,,,19,safety_car,fia stewards: incident involving car # (ham) under investigation - safety car infringement,False,False,True,False,True
3143,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:54:00+00:00,3240000.0,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 14 (ALO) NO FURTHER ACTION - SAFETY CAR INFRINGEMENT,,,,,,,20,safety_car,fia stewards: incident involving car # (alo) no further action - safety car infringement,False,False,True,False,True
3144,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:54:12+00:00,3252000.0,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 22 (TSU) NO FURTHER ACTION - SAFETY CAR INFRINGEMENT,,,,,,,20,safety_car,fia stewards: incident involving car # (tsu) no further action - safety car infringement,False,False,True,False,True
3145,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:54:21+00:00,3261000.0,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 23 (ALB) NO FURTHER ACTION - SAFETY CAR INFRINGEMENT,,,,,,,20,safety_car,fia stewards: incident involving car # (alb) no further action - safety car infringement,False,False,True,False,True
3146,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 04:54:31+00:00,3271000.0,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 44 (HAM) NO FURTHER ACTION - SAFETY CAR INFRINGEMENT,,,,,,,20,safety_car,fia stewards: incident involving car # (ham) no further action - safety car infringement,False,False,True,False,True
3147,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:07:48+00:00,4068000.0,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:07:48,,BLUE,Driver,,87.0,BEA,29,flags,waved blue flag for car # (bea) timed at #:#:#,False,False,False,True,True
3148,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:08:37+00:00,4117000.0,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:08:36,,BLUE,Driver,,31.0,OCO,29,flags,waved blue flag for car # (oco) timed at #:#:#,False,False,False,True,True
3149,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:08:47+00:00,4127000.0,Other,CAR 30 (LAW) TIME 1:31.084 DELETED - TRACK LIMITS AT TURN 6 LAP 28 16:07:39,,,,,,,30,other,car # (law) time #:#.# deleted - track limits at turn # lap # #:#:#,False,False,True,False,True
3150,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:13:01+00:00,4381000.0,Flag,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 16:13:00,,BLUE,Driver,,30.0,LAW,32,flags,waved blue flag for car # (law) timed at #:#:#,False,False,False,True,True
3151,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:13:38+00:00,4418000.0,Flag,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 16:13:37,,BLUE,Driver,,30.0,LAW,33,flags,waved blue flag for car # (law) timed at #:#:#,False,False,False,True,True
3152,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:13:42+00:00,4422000.0,Other,CAR 81 (PIA) TIME 1:29.379 DELETED - TRACK LIMITS AT TURN 6 LAP 32 16:12:17,,,,,,,33,other,car # (pia) time #:#.# deleted - track limits at turn # lap # #:#:#,False,False,True,False,True
3153,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:14:46+00:00,4486000.0,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:14:46,,BLUE,Driver,,87.0,BEA,34,flags,waved blue flag for car # (bea) timed at #:#:#,False,False,False,True,True
3154,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:14:49+00:00,4489000.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 10,,DOUBLE YELLOW,Sector,10.0,,,34,flags,double yellow in track sector #,False,False,True,False,True
3155,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:15:09+00:00,4509000.0,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,,34,safety_car,safety car deployed,False,False,True,False,True
3156,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:21:22+00:00,4882000.0,Other,RECOVERY VEHICLE ON TRACK AT TURN 8,,,,,,,37,other,recovery vehicle on track at turn #,False,False,True,False,True
3157,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:24:33+00:00,5073000.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 8,,DOUBLE YELLOW,Sector,8.0,,,38,flags,double yellow in track sector #,False,False,True,False,True
3158,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:24:36+00:00,5076000.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 9,,DOUBLE YELLOW,Sector,9.0,,,38,flags,double yellow in track sector #,False,False,True,False,True
3159,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:25:02+00:00,5102000.0,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,,,38,flags,clear in track sector #,False,False,True,False,True
3160,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:28:03+00:00,5283000.0,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,,,39,flags,clear in track sector #,False,False,True,False,True
3161,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:28:05+00:00,5285000.0,Flag,CLEAR IN TRACK SECTOR 10,,CLEAR,Sector,10.0,,,39,flags,clear in track sector #,False,False,True,False,True
3162,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:28:35+00:00,5315000.0,Other,"LAPPED CARS MAY NOW OVERTAKE THE SAFETY CAR: 5, 31, 87, 30",,,,,,,40,safety_car,"lapped cars may now overtake the safety car: #, #, #, #",False,False,True,False,True
3163,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:30:08+00:00,5408000.0,Other,INCIDENT INVOLVING CARS 5 (BOR) AND 30 (LAW) NOTED - UNSAFE RELEASE,,,,,,,40,investigations_noted,incident involving cars # (bor) and # (law) noted - unsafe release,False,False,True,False,True
3164,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:30:50+00:00,5450000.0,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,,41,safety_car,safety car in this lap,False,False,True,False,True
3165,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:31:01+00:00,5461000.0,Other,FIA STEWARDS: INCIDENT INVOLVING CARS 5 (BOR) AND 30 (LAW) UNDER INVESTIGATION - UNSAFE RELEASE,,,,,,,41,investigations_noted,fia stewards: incident involving cars # (bor) and # (law) under investigation - unsafe release,False,False,True,False,True
3166,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:32:25+00:00,5545000.0,Flag,TRACK CLEAR,,CLEAR,Track,,,,41,flags,track clear,False,False,True,False,True
3167,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:34:05+00:00,5645000.0,Drs,DRS ENABLED,ENABLED,,,,,,43,drs,drs enabled,False,False,True,False,True
3168,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:35:17+00:00,5717000.0,Other,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 5 (BOR) - UNSAFE RELEASE,,,,,,,43,penalties,fia stewards: # second time penalty for car # (bor) - unsafe release,False,False,True,False,True
3169,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:36:48+00:00,5808000.0,Flag,YELLOW IN TRACK SECTOR 19,,YELLOW,Sector,19.0,,,44,flags,yellow in track sector #,False,False,True,False,True
3170,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:37:14+00:00,5834000.0,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 18,,,,,,,45,other,track surface slippery in track sector #,False,False,True,False,True
3171,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:37:35+00:00,5855000.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 19,,DOUBLE YELLOW,Sector,19.0,,,45,flags,double yellow in track sector #,False,False,True,False,True
3172,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:37:37+00:00,5857000.0,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,,,45,flags,yellow in track sector #,False,False,True,False,True
3173,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:38:12+00:00,5892000.0,Flag,CLEAR IN TRACK SECTOR 19,,CLEAR,Sector,19.0,,,45,flags,clear in track sector #,False,False,True,False,True
3174,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:38:13+00:00,5893000.0,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,,45,flags,clear in track sector #,False,False,True,False,True
3175,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:38:34+00:00,5914000.0,Other,CAR 81 (PIA) LAP DELETED - TRACK LIMITS AT TURN 12 LAP 44 16:36:38,,,,,,,46,other,car # (pia) lap deleted - track limits at turn # lap # #:#:#,False,False,True,False,True
3176,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:38:45+00:00,5925000.0,Other,CAR 4 (NOR) TIME 1:45.587 DELETED - TRACK LIMITS AT TURN 12 LAP 44 16:36:36,,,,,,,46,other,car # (nor) time #:#.# deleted - track limits at turn # lap # #:#:#,False,False,True,False,True
3177,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:38:57+00:00,5937000.0,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:38:56,,BLUE,Driver,,87.0,BEA,46,flags,waved blue flag for car # (bea) timed at #:#:#,False,False,False,True,True
3178,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:39:06+00:00,5946000.0,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:39:06,,BLUE,Driver,,87.0,BEA,46,flags,waved blue flag for car # (bea) timed at #:#:#,False,False,False,True,True
3179,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:40:09+00:00,6009000.0,Flag,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 16:40:09,,BLUE,Driver,,81.0,PIA,46,flags,waved blue flag for car # (pia) timed at #:#:#,False,False,False,True,True
3180,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:40:26+00:00,6026000.0,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:40:25,,BLUE,Driver,,87.0,BEA,47,flags,waved blue flag for car # (bea) timed at #:#:#,False,False,False,True,True
3181,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:40:33+00:00,6033000.0,Flag,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 16:40:33,,BLUE,Driver,,81.0,PIA,47,flags,waved blue flag for car # (pia) timed at #:#:#,False,False,False,True,True
3182,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:40:37+00:00,6037000.0,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,,,47,flags,yellow in track sector #,False,False,True,False,True
3183,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:40:41+00:00,6041000.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 19,,DOUBLE YELLOW,Sector,19.0,,,47,flags,double yellow in track sector #,False,False,True,False,True
3184,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:40:42+00:00,6042000.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 18,,DOUBLE YELLOW,Sector,18.0,,,47,flags,double yellow in track sector #,False,False,True,False,True
3185,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:40:45+00:00,6045000.0,Flag,YELLOW IN TRACK SECTOR 19,,YELLOW,Sector,19.0,,,47,flags,yellow in track sector #,False,False,True,False,True
3186,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:40:54+00:00,6054000.0,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,,,47,flags,yellow in track sector #,False,False,True,False,True
3187,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:40:55+00:00,6055000.0,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,,,47,flags,clear in track sector #,False,False,True,False,True
3188,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:40:56+00:00,6056000.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 19,,DOUBLE YELLOW,Sector,19.0,,,47,flags,double yellow in track sector #,False,False,True,False,True
3189,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:41:00+00:00,6060000.0,Flag,DOUBLE YELLOW IN TRACK SECTOR 2,,DOUBLE YELLOW,Sector,2.0,,,47,flags,double yellow in track sector #,False,False,True,False,True
3190,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:41:02+00:00,6062000.0,Other,DRS DISABLED IN ZONE 3,,,,,,,47,drs,drs disabled in zone #,False,False,True,False,True
3191,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:41:06+00:00,6066000.0,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,,47,safety_car,safety car deployed,False,False,True,False,True
3192,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:42:48+00:00,6168000.0,Other,CAR 22 (TSU) TIME 1:35.983 DELETED - TRACK LIMITS AT TURN 12 LAP 45 16:38:17,,,,,,,48,other,car # (tsu) time #:#.# deleted - track limits at turn # lap # #:#:#,False,False,True,False,True
3193,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:45:02+00:00,6302000.0,Other,FIA STEWARDS: PENALTY SERVED - 5 SECOND TIME PENALTY FOR CAR 5 (BOR) - UNSAFE RELEASE,,,,,,,49,penalties,fia stewards: penalty served - # second time penalty for car # (bor) - unsafe release,False,False,True,False,True
3194,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:46:32+00:00,6392000.0,Other,CAR 22 (TSU) TIME 2:33.312 DELETED - TRACK LIMITS AT TURN 4 LAP 47 16:40:53,,,,,,,49,other,car # (tsu) time #:#.# deleted - track limits at turn # lap # #:#:#,False,False,True,False,True
3195,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:46:48+00:00,6408000.0,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,,49,flags,clear in track sector #,False,False,True,False,True
3196,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:47:00+00:00,6420000.0,Flag,CLEAR IN TRACK SECTOR 19,,CLEAR,Sector,19.0,,,50,flags,clear in track sector #,False,False,True,False,True
3197,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:47:04+00:00,6424000.0,Other,LAPPED CAR MAY NOW OVERTAKE THE SAFETY CAR: 87,,,,,,,50,safety_car,lapped car may now overtake the safety car: #,False,False,True,False,True
3198,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:49:42+00:00,6582000.0,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,,51,safety_car,safety car in this lap,False,False,True,False,True
3199,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:51:17+00:00,6677000.0,Flag,TRACK CLEAR,,CLEAR,Track,,,,51,flags,track clear,False,False,True,False,True
3200,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:55:31+00:00,6931000.0,Drs,DRS ENABLED,ENABLED,,,,,,54,drs,drs enabled,False,False,True,False,True
3201,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:58:19+00:00,7099000.0,Other,CAR 10 (GAS) TIME 1:34.967 DELETED - TRACK LIMITS AT TURN 1 LAP 54 16:54:53,,,,,,,56,other,car # (gas) time #:#.# deleted - track limits at turn # lap # #:#:#,False,False,True,False,True
3202,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:58:32+00:00,7112000.0,Other,INCIDENT INVOLVING CAR 12 (ANT) NOTED - UNSAFE RELEASE,,,,,,,56,investigations_noted,incident involving car # (ant) noted - unsafe release,False,False,True,False,True
3203,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:59:02+00:00,7142000.0,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 12 (ANT) UNDER INVESTIGATION - UNSAFE RELEASE,,,,,,,56,investigations_noted,fia stewards: incident involving car # (ant) under investigation - unsafe release,False,False,True,False,True
3204,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 05:59:50+00:00,7190000.0,Other,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 12 (ANT) - UNSAFE RELEASE,,,,,,,57,penalties,fia stewards: # second time penalty for car # (ant) - unsafe release,False,False,True,False,True
3205,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 06:00:29+00:00,7229000.0,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,,57,red_flag,chequered flag,False,False,True,False,True
3093,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 03:15:05+00:00,,Other,LOW GRIP CONDITIONS,,,,,,,1,other,low grip conditions,True,False,True,False,True
3094,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 03:15:08+00:00,,Drs,DRS DISABLED,DISABLED,,,,,,1,drs,drs disabled,True,False,True,False,True
3095,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 03:20:01+00:00,,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,,1,pit_entry_exit,green light - pit exit open,True,False,True,False,True
3096,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 03:25:03+00:00,,Flag,YELLOW IN TRACK SECTOR 17,,YELLOW,Sector,17.0,,,1,flags,yellow in track sector #,True,False,True,False,True
3097,2025-australian-grand-prix-r,2025,Australian Grand Prix,2025-03-16 03:25:08+00:00,,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,,,1,flags,clear in track sector #,True,False,True,False,True
