session_id,year,event_name,driver_code,segment_id,start_ms,end_ms,rows,start_lap,end_lap,car_gap_rows,car_sample_old_rows,location_gap_rows,location_sample_old_rows,other_unknown_rows,duration_ms,dominant_family
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,VER,62,5618949,5620849,20,22,22,20,0,0,0,0,2000,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,ALB,134,8720433,8722233,19,53,53,17,0,2,0,0,1900,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,ALO,134,8720433,8722233,19,53,53,17,0,2,0,0,1900,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,ANT,134,8720433,8722233,19,53,53,17,0,2,0,0,1900,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,BEA,134,8720433,8722233,19,53,53,17,0,2,0,0,1900,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,BOR,134,8720433,8722233,19,53,53,17,0,2,0,0,1900,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,DOO,134,8720433,8722233,19,53,53,17,0,2,0,0,1900,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,GAS,134,8720433,8722233,19,54,54,17,0,2,0,0,1900,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,HAD,134,8720433,8722233,19,53,53,17,0,2,0,0,1900,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,HAM,134,8720433,8722233,19,54,54,17,0,2,0,0,1900,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,HUL,134,8720433,8722233,19,53,53,17,0,2,0,0,1900,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,LAW,134,8720433,8722233,19,53,53,17,0,2,0,0,1900,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,LEC,134,8720433,8722233,19,54,54,17,0,2,0,0,1900,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,NOR,134,8720433,8722233,19,54,54,17,0,2,0,0,1900,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,OCO,134,8720433,8722233,19,53,53,17,0,2,0,0,1900,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,PIA,134,8720433,8722233,19,54,54,17,0,2,0,0,1900,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,RUS,134,8720433,8722233,19,54,54,17,0,2,0,0,1900,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,STR,134,8720433,8722233,19,53,53,17,0,2,0,0,1900,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,TSU,134,8720433,8722233,19,53,53,17,0,2,0,0,1900,car_gap_too_large
2025-bahrain-grand-prix-r,2025,Bahrain Grand Prix,VER,134,8720433,8722233,19,54,54,17,0,2,0,0,1900,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,ALB,134,8419859,8421659,19,53,53,19,0,0,0,0,1900,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,ALO,134,8419859,8421659,19,53,53,19,0,0,0,0,1900,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,ANT,134,8419859,8421659,19,53,53,19,0,0,0,0,1900,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,GAS,134,8419859,8421659,19,53,53,19,0,0,0,0,1900,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,HAD,134,8419859,8421659,19,53,53,19,0,0,0,0,1900,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,HAM,134,8419859,8421659,19,53,53,19,0,0,0,0,1900,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,HUL,134,8419859,8421659,19,53,53,19,0,0,0,0,1900,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,LEC,134,8419859,8421659,19,53,53,19,0,0,0,0,1900,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,NOR,134,8419859,8421659,19,54,54,19,0,0,0,0,1900,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,OCO,134,8419859,8421659,19,53,53,19,0,0,0,0,1900,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,PIA,134,8419859,8421659,19,54,54,19,0,0,0,0,1900,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,RUS,134,8419859,8421659,19,53,53,19,0,0,0,0,1900,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,SAI,134,8419859,8421659,19,53,53,19,0,0,0,0,1900,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,STR,134,8419859,8421659,19,52,52,19,0,0,0,0,1900,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,TSU,134,8419859,8421659,19,53,53,19,0,0,0,0,1900,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,VER,134,8419859,8421659,19,53,53,19,0,0,0,0,1900,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,ALB,86,6638559,6640259,18,34,34,16,0,2,0,0,1800,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,ALO,86,6638559,6640259,18,33,33,16,0,2,0,0,1800,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,ANT,86,6638559,6640259,18,34,34,16,0,2,0,0,1800,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,GAS,86,6638559,6640259,18,33,33,16,0,2,0,0,1800,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,HAD,86,6638559,6640259,18,33,33,16,0,2,0,0,1800,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,HAM,86,6638559,6640259,18,33,33,16,0,2,0,0,1800,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,HUL,86,6638559,6640259,18,33,33,16,0,2,0,0,1800,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,LAW,86,6638559,6640259,18,33,33,16,0,2,0,0,1800,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,LEC,86,6638559,6640259,18,33,33,16,0,2,0,0,1800,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,NOR,86,6638559,6640259,18,34,34,16,0,2,0,0,1800,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,OCO,86,6638559,6640259,18,33,33,16,0,2,0,0,1800,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,PIA,86,6638559,6640259,18,34,34,16,0,2,0,0,1800,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,RUS,86,6638559,6640259,18,34,34,16,0,2,0,0,1800,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,SAI,86,6638559,6640259,18,33,33,16,0,2,0,0,1800,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,STR,86,6638559,6640259,18,33,33,16,0,2,0,0,1800,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,TSU,86,6638559,6640259,18,33,33,16,0,2,0,0,1800,car_gap_too_large
2025-miami-grand-prix-r,2025,Miami Grand Prix,VER,86,6638559,6640259,18,34,34,16,0,2,0,0,1800,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,ALB,66,9287130,9288730,17,9,9,12,0,5,0,0,1700,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,ALO,66,9287130,9288730,17,8,8,12,0,5,0,0,1700,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,ANT,66,9287130,9288730,17,8,9,12,0,5,0,0,1700,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,BEA,66,9287130,9288730,17,9,9,12,0,5,0,0,1700,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,BOR,66,9287130,9288730,17,9,9,12,0,5,0,0,1700,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,COL,66,9287130,9288730,17,8,9,12,0,5,0,0,1700,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,GAS,66,9287130,9288730,17,9,9,12,0,5,0,0,1700,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,HAD,66,9287130,9288730,17,9,9,12,0,5,0,0,1700,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,HAM,66,9287130,9288730,17,9,9,12,0,5,0,0,1700,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,HUL,66,9287130,9288730,17,9,9,12,0,5,0,0,1700,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,LAW,66,9287130,9288730,17,9,9,12,0,5,0,0,1700,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,LEC,66,9287130,9288730,17,9,9,12,0,5,0,0,1700,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,NOR,66,9287130,9288730,17,9,9,12,0,5,0,0,1700,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,OCO,66,9287130,9288730,17,9,9,12,0,5,0,0,1700,car_gap_too_large
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,PIA,66,9287130,9288730,17,9,9,12,0,5,0,0,1700,car_gap_too_large
