session_id,event_name,normalized_message,messages,first_session_time_ms,last_session_time_ms,taxonomy,example_message,span_ms
2025-qatar-grand-prix-r,Qatar Grand Prix,car # (nor) time #:#.# deleted - track limits at turn # lap # #:#:#,2,1361000.0,2925000.0,other,CAR 4 (NOR) TIME 1:25.639 DELETED - TRACK LIMITS AT TURN 10 LAP 11 19:21:51,1564000.0
2025-austrian-grand-prix-r,Austrian Grand Prix,car # (bea) time #:#.# deleted - track limits at turn # lap # #:#:#,2,1630000.0,3283000.0,other,CAR 87 (BEA) TIME 1:12.690 DELETED - TRACK LIMITS AT TURN 3 LAP 4 15:23:46,1653000.0
2025-singapore-grand-prix-r,Singapore Grand Prix,car # (col) time #:#.# deleted - track limits at turn # lap # #:#:#,2,4506000.0,6185000.0,other,CAR 43 (COL) TIME 1:41.546 DELETED - TRACK LIMITS AT TURN 7 LAP 42 21:12:07,1679000.0
2025-spanish-grand-prix-r,Spanish Grand Prix,car # (bea) time #:#.# deleted - track limits at turn # lap # #:#:#,2,2799000.0,4582000.0,other,CAR 87 (BEA) TIME 1:23.130 DELETED - TRACK LIMITS AT TURN 2 LAP 31 15:45:05,1783000.0
2025-hungarian-grand-prix-r,Hungarian Grand Prix,car # (col) time #:#.# deleted - track limits at turn # lap # #:#:#,2,2476000.0,4319000.0,other,CAR 43 (COL) TIME 1:22.421 DELETED - TRACK LIMITS AT TURN 7 LAP 27 15:40:30,1843000.0
2025-spanish-grand-prix-r,Spanish Grand Prix,car # (ant) time #:#.# deleted - track limits at turn # lap # #:#:#,2,1390000.0,3257000.0,other,CAR 12 (ANT) TIME 1:22.313 DELETED - TRACK LIMITS AT TURN 10 LAP 14 15:22:08,1867000.0
2025-monaco-grand-prix-r,Monaco Grand Prix,car # (bea) time #:#.# deleted - track limits at turn # lap # #:#:#,2,4477000.0,6353000.0,other,CAR 87 (BEA) TIME 1:22.205 DELETED - TRACK LIMITS AT TURN 10 LAP 51 16:11:44,1876000.0
2025-emilia-romagna-grand-prix-r,Emilia Romagna Grand Prix,track clear,2,2774000.0,4902000.0,flags,TRACK CLEAR,2128000.0
2025-mexico-city-grand-prix-r,Mexico City Grand Prix,incident involving car # (sai) noted - speeding in the pit lane,2,2334000.0,4497000.0,investigations_noted,INCIDENT INVOLVING CAR 55 (SAI) NOTED - SPEEDING IN THE PIT LANE,2163000.0
2025-mexico-city-grand-prix-r,Mexico City Grand Prix,fia stewards: incident involving car # (sai) under investigation - speeding in the pit lane,2,2338000.0,4503000.0,investigations_noted,FIA STEWARDS: INCIDENT INVOLVING CAR 55 (SAI) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE,2165000.0
2025-united-states-grand-prix-r,United States Grand Prix,car # (bea) time #:#.# deleted - track limits at turn # lap # #:#:#,2,1612000.0,3898000.0,other,CAR 87 (BEA) TIME 1:40.635 DELETED - TRACK LIMITS AT TURN 19 LAP 13 14:26:26,2286000.0
2025-dutch-grand-prix-r,Dutch Grand Prix,car # (lec) time #:#.# deleted - track limits at turn # lap # #:#:#,2,370000.0,2967000.0,other,CAR 16 (LEC) TIME 1:17.076 DELETED - TRACK LIMITS AT TURN 3 LAP 2 15:04:59,2597000.0
2025-hungarian-grand-prix-r,Hungarian Grand Prix,car # (ant) time #:#.# deleted - track limits at turn # lap # #:#:#,2,2069000.0,4781000.0,other,CAR 12 (ANT) TIME 1:43.212 DELETED - TRACK LIMITS AT TURN 7 LAP 22 15:33:42,2712000.0
2025-monaco-grand-prix-r,Monaco Grand Prix,yellow in track sector #,2,241000.0,3175000.0,flags,YELLOW IN TRACK SECTOR 10,2934000.0
2025-united-states-grand-prix-r,United States Grand Prix,car # (str) time #:#.# deleted - track limits at turn # lap # #:#:#,2,910000.0,4023000.0,other,CAR 18 (STR) TIME 1:43.008 DELETED - TRACK LIMITS AT TURN 19 LAP 6 14:13:53,3113000.0
2025-british-grand-prix-r,British Grand Prix,drs enabled,2,1092000.0,4302000.0,drs,DRS ENABLED,3210000.0
2025-british-grand-prix-r,British Grand Prix,normal grip conditions,2,1095000.0,4307000.0,other,NORMAL GRIP CONDITIONS,3212000.0
2025-australian-grand-prix-r,Australian Grand Prix,recovery vehicle on track at turn #,2,1464000.0,4882000.0,other,RECOVERY VEHICLE ON TRACK AT TURN 14,3418000.0
2025-bahrain-grand-prix-r,Bahrain Grand Prix,drs enabled,2,328000.0,3949000.0,drs,DRS ENABLED,3621000.0
2025-british-grand-prix-r,British Grand Prix,car # (bea) time #:#.# deleted - track limits at turn # lap # #:#:#,2,998000.0,4679000.0,other,CAR 87 (BEA) TIME 2:00.293 DELETED - TRACK LIMITS AT TURN 1 LAP 5 15:12:41,3681000.0
2025-japanese-grand-prix-r,Japanese Grand Prix,car # (ant) time #:#.# deleted - track limits at turn # lap # #:#:#,2,496000.0,4695000.0,other,CAR 12 (ANT) TIME 1:34.531 DELETED - TRACK LIMITS AT TURN 17 LAP 2 14:06:57,4199000.0
2025-singapore-grand-prix-r,Singapore Grand Prix,car # (ant) time #:#.# deleted - track limits at turn # lap # #:#:#,2,736000.0,5063000.0,other,CAR 12 (ANT) TIME 1:38.206 DELETED - TRACK LIMITS AT TURN 2 LAP 4 20:08:48,4327000.0
2025-qatar-grand-prix-r,Qatar Grand Prix,car # (ant) time #:#.# deleted - track limits at turn # lap # #:#:#,2,601000.0,5293000.0,other,CAR 12 (ANT) TIME 1:27.737 DELETED - TRACK LIMITS AT TURN 10 LAP 3 19:07:18,4692000.0
2025-spanish-grand-prix-r,Spanish Grand Prix,drs enabled,2,281000.0,5392000.0,drs,DRS ENABLED,5111000.0
2025-hungarian-grand-prix-r,Hungarian Grand Prix,car # (gas) time #:#.# deleted - track limits at turn # lap # #:#:#,2,397000.0,5715000.0,other,CAR 10 (GAS) TIME 1:25.330 DELETED - TRACK LIMITS AT TURN 1 LAP 2 15:04:55,5318000.0
2025-mexico-city-grand-prix-r,Mexico City Grand Prix,double yellow in track sector #,2,414000.0,5894000.0,flags,DOUBLE YELLOW IN TRACK SECTOR 3,5480000.0
2025-hungarian-grand-prix-r,Hungarian Grand Prix,clear in track sector #,2,,,flags,CLEAR IN TRACK SECTOR 3,
2025-hungarian-grand-prix-r,Hungarian Grand Prix,yellow in track sector #,2,,,flags,YELLOW IN TRACK SECTOR 3,
