session_id,year,event_name,start_ms,end_ms,duration_ms,status_code,status_label,message
2025-s-o-paulo-grand-prix-r,2025,São Paulo Grand Prix,2795717,3476247.0,680530.0,1,clear,AllClear
2025-s-o-paulo-grand-prix-r,2025,São Paulo Grand Prix,3476247,3518234.0,41987.0,2,yellow,Yellow
2025-s-o-paulo-grand-prix-r,2025,São Paulo Grand Prix,3518234,3922922.0,404688.0,4,safety_car,SCDeployed
2025-s-o-paulo-grand-prix-r,2025,São Paulo Grand Prix,3922922,3979217.0,56295.0,1,clear,AllClear
2025-s-o-paulo-grand-prix-r,2025,São Paulo Grand Prix,3979217,4032049.0,52832.0,2,yellow,Yellow
2025-s-o-paulo-grand-prix-r,2025,São Paulo Grand Prix,4032049,4206866.0,174817.0,6,vsc_deployed,VSCDeployed
2025-s-o-paulo-grand-prix-r,2025,São Paulo Grand Prix,4206866,4219151.0,12285.0,7,vsc_ending,VSCEnding
2025-s-o-paulo-grand-prix-r,2025,São Paulo Grand Prix,4219151,9158888.0,4939737.0,1,clear,AllClear
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,0,178728.0,178728.0,1,clear,AllClear
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,178728,470117.0,291389.0,2,yellow,Yellow
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,470117,1554532.0,1084415.0,1,clear,AllClear
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,1554532,1661743.0,107211.0,2,yellow,Yellow
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,1661743,3474644.0,1812901.0,1,clear,AllClear
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,3474644,3487113.0,12469.0,2,yellow,Yellow
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,3487113,3546700.0,59587.0,1,clear,AllClear
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,3546700,3564745.0,18045.0,2,yellow,Yellow
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,3564745,3573457.0,8712.0,1,clear,AllClear
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,3573457,3641129.0,67672.0,2,yellow,Yellow
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,3641129,3806725.0,165596.0,6,vsc_deployed,VSCDeployed
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,3806725,3819511.0,12786.0,7,vsc_ending,VSCEnding
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,3819511,4992954.0,1173443.0,1,clear,AllClear
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,4992954,5056310.0,63356.0,6,vsc_deployed,VSCDeployed
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,5056310,5069670.0,13360.0,7,vsc_ending,VSCEnding
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,5069670,8571060.0,3501390.0,1,clear,AllClear
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,0,4079807.0,4079807.0,1,clear,AllClear
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,4079807,4096036.0,16229.0,2,yellow,Yellow
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,4096036,4563334.0,467298.0,4,safety_car,SCDeployed
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,4563334,8985803.0,4422469.0,1,clear,AllClear
2025-abu-dhabi-grand-prix-r,2025,Abu Dhabi Grand Prix,0,62202.0,62202.0,1,clear,AllClear
2025-abu-dhabi-grand-prix-r,2025,Abu Dhabi Grand Prix,62202,104386.0,42184.0,2,yellow,Yellow
2025-abu-dhabi-grand-prix-r,2025,Abu Dhabi Grand Prix,104386,345128.0,240742.0,1,clear,AllClear
2025-abu-dhabi-grand-prix-r,2025,Abu Dhabi Grand Prix,345128,376112.0,30984.0,2,yellow,Yellow
2025-abu-dhabi-grand-prix-r,2025,Abu Dhabi Grand Prix,376112,2799231.0,2423119.0,1,clear,AllClear
2025-abu-dhabi-grand-prix-r,2025,Abu Dhabi Grand Prix,2799231,2812088.0,12857.0,2,yellow,Yellow
2025-abu-dhabi-grand-prix-r,2025,Abu Dhabi Grand Prix,2812088,9280200.0,6468112.0,1,clear,AllClear
