session_id,year,event_name,driver_code,aligned_rows,non_ok_rows,car_gap_rows,car_sample_old_rows,location_gap_rows,location_sample_old_rows,other_unknown_rows,car_related_rows,location_related_rows,non_ok_pct,longest_segment_ms,segments_over_2s,degraded_windows,severe_windows,windows_with_incident_context,max_window_non_ok_pct,desktop_replay_risk_score,desktop_guidance
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,HAM,51631,1208,470,124,500,114,0,594,628,2.3396796498227808,1700,0,96,0,26,9.333333333333334,16.82538526595779,diagnostics_only
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,LAW,51745,1208,470,124,500,114,0,594,628,2.3345250748864625,1700,0,96,0,26,9.333333333333334,16.80476696621252,diagnostics_only
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,BOR,51788,1208,470,124,500,114,0,594,628,2.332586699621534,1700,0,96,0,26,9.333333333333334,16.797013465152805,diagnostics_only
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,LEC,51428,1196,458,124,500,114,0,582,628,2.3255813953488373,1700,0,96,0,26,9.333333333333334,16.768992248062016,diagnostics_only
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,GAS,51953,1208,470,124,500,114,0,594,628,2.3251785267453275,1700,0,96,0,26,9.333333333333334,16.76738077364798,diagnostics_only
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,BEA,51957,1208,470,124,500,114,0,594,628,2.324999518832881,1700,0,96,0,26,9.333333333333334,16.76666474199819,diagnostics_only
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,VER,51442,1196,458,124,500,114,0,582,628,2.3249484856731852,1700,0,96,0,26,9.333333333333334,16.76646060935941,diagnostics_only
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,HUL,51960,1208,470,124,500,114,0,594,628,2.3248652809853736,1700,0,96,0,26,9.333333333333334,16.766127790608163,diagnostics_only
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,TSU,51978,1208,470,124,500,114,0,594,628,2.32406017930663,1700,0,96,0,26,9.333333333333334,16.762907383893186,diagnostics_only
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,PIA,51225,1185,458,124,489,114,0,582,617,2.3133235724743777,1700,0,95,0,26,9.333333333333334,16.71996095656418,diagnostics_only
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,NOR,51259,1185,458,124,489,114,0,582,617,2.3117891492225753,1700,0,95,0,26,9.333333333333334,16.713823263556968,diagnostics_only
2025-belgian-grand-prix-r,2025,Belgian Grand Prix,HAD,51354,1185,458,124,489,114,0,582,617,2.3075125598784907,1700,0,95,0,26,9.333333333333334,16.69671690618063,diagnostics_only
