window_bucket,windows,pct_with_race_control,pct_with_status,pct_with_pit_context,pct_with_incident_context,median_non_ok_pct,p95_non_ok_pct
all_windows,82056,13.964853270936922,11.518962659647071,8.16637418348445,21.807058594130837,0.6666666666666667,5.333333333333334
degraded_windows,37793,14.328050168020534,12.999761860662026,8.628582012542005,23.71867806207499,4.0,7.666666666666666
severe_windows,133,0.0,27.819548872180448,6.7669172932330826,27.819548872180448,11.333333333333332,13.426763110307407
