session_id,year,event_name,rotation_degrees,circuit_marker_id,marker_type,marker_number,marker_letter,x,y,angle_degrees,distance_m,position_xy_samples,position_driver_count,x_min,x_max,y_min,y_max,x_p01,x_p99,y_p01,y_p99,has_marker,minmax_pad_x,minmax_pad_y,core_pad_x,core_pad_y,outside_minmax_bounds,outside_core_bounds,marker_coordinate_issue
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2108,corner,8,,-1413.2674560546875,2477.544677734375,-90.46179179521728,2316.9114756448475,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2109,corner,9,,-166.50686645507812,1202.739990234375,72.10546856627235,2506.0619528848006,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2110,corner,10,,600.0055541992188,1968.2391357421875,-5.989765250345784,2620.2622010336677,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2111,corner,11,,-1811.59228515625,6056.27783203125,75.79399678987842,3100.176772873322,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2112,corner,12,,-2493.604248046875,5631.4306640625,-94.04726013490912,3173.449461895565,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2113,corner,13,,-2345.06982421875,7168.982421875,104.39145809042388,3388.439936221356,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2114,corner,14,,5434.50634765625,-3601.620361328125,-55.87044799728123,4744.093333333329,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2115,corner,15,,4727.81494140625,-3281.814697265625,-131.7243656201638,4823.317033325471,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2116,corner,16,,2978.087890625,-910.5693969726562,80.47928853000195,5110.726951919549,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2117,marshal_light,1,,-3014.5029296875,-2222.774169921875,-77.46462919173246,348.79366337549567,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2118,marshal_light,2,,-5657.0576171875,-1573.15087890625,176.05982524055318,653.1402993186796,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
2025-chinese-grand-prix-r,2025,Chinese Grand Prix,237.0,2119,marshal_light,3,,-5133.3388671875,-986.1815795898438,96.44254273227936,741.6467525128761,398411,20,-6749.0,5403.0,-3627.0,7192.0,-6725.0,5386.0,-3612.0,7137.0,True,972.16,865.52,605.5500000000001,537.45,False,False,none
