session_id,year,event_name,bin_start_ms,driver_windows,degraded_driver_windows,severe_driver_windows,max_non_ok_pct,race_control_messages,incident_messages,safety_car_messages,vsc_messages,penalty_messages,rainfall_transitions,has_yellow,has_safety_car,has_red_flag,has_vsc,has_status_context,has_context_event,degraded_window_rate
2025-italian-grand-prix-r,2025,Italian Grand Prix,7800000,77,57,3,37.142857142857146,0,0,0,0,0,0,False,False,False,False,False,False,74.02597402597402
2025-japanese-grand-prix-r,2025,Japanese Grand Prix,3300000,160,100,0,4.333333333333334,1,0,0,0,0,0,False,False,False,False,False,False,62.5
2025-japanese-grand-prix-r,2025,Japanese Grand Prix,3600000,200,100,0,4.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-japanese-grand-prix-r,2025,Japanese Grand Prix,3900000,200,100,0,4.0,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-japanese-grand-prix-r,2025,Japanese Grand Prix,4200000,200,100,0,4.0,2,2,0,0,0,0,False,False,False,False,False,True,50.0
2025-japanese-grand-prix-r,2025,Japanese Grand Prix,4500000,200,80,0,5.666666666666666,1,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-japanese-grand-prix-r,2025,Japanese Grand Prix,4800000,200,20,0,4.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,10.0
2025-japanese-grand-prix-r,2025,Japanese Grand Prix,5100000,200,80,0,5.0,3,1,0,0,0,0,False,False,False,False,False,True,40.0
2025-japanese-grand-prix-r,2025,Japanese Grand Prix,5400000,200,80,0,4.0,0,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-japanese-grand-prix-r,2025,Japanese Grand Prix,5700000,200,40,0,4.0,0,0,0,0,0,0,False,False,False,False,False,False,20.0
2025-japanese-grand-prix-r,2025,Japanese Grand Prix,6000000,200,60,0,4.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,30.0
2025-japanese-grand-prix-r,2025,Japanese Grand Prix,6300000,200,60,0,8.333333333333332,0,0,0,0,0,0,False,False,False,False,False,False,30.0
2025-japanese-grand-prix-r,2025,Japanese Grand Prix,6600000,200,120,0,4.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,60.0
2025-japanese-grand-prix-r,2025,Japanese Grand Prix,6900000,200,120,0,8.666666666666668,0,0,0,0,0,0,False,False,False,False,False,False,60.0
2025-japanese-grand-prix-r,2025,Japanese Grand Prix,7200000,200,80,0,4.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-japanese-grand-prix-r,2025,Japanese Grand Prix,7500000,200,100,0,3.6666666666666665,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-japanese-grand-prix-r,2025,Japanese Grand Prix,7800000,200,80,0,4.666666666666667,0,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-japanese-grand-prix-r,2025,Japanese Grand Prix,8100000,170,99,3,10.909090909090908,0,0,0,0,0,0,False,False,False,False,False,False,58.235294117647065
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,3300000,99,39,0,1.6666666666666667,0,0,0,0,0,0,True,False,False,False,True,True,39.39393939393939
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,3600000,186,129,0,5.0,3,3,0,0,1,0,True,False,False,True,True,True,69.35483870967742
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,3900000,180,54,0,3.3333333333333335,0,0,0,0,0,0,False,False,False,False,False,False,30.0
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,4200000,180,108,0,5.0,0,0,0,0,0,0,False,False,False,False,False,False,60.0
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,4500000,180,72,0,8.0,1,1,0,0,0,0,False,False,False,False,False,True,40.0
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,4800000,180,108,0,6.0,1,1,0,0,0,0,False,False,False,True,True,True,60.0
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,5100000,180,54,0,4.0,2,1,0,0,0,0,False,False,False,False,False,True,30.0
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,5400000,180,108,0,9.0,0,0,0,0,0,0,False,False,False,False,False,False,60.0
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,5700000,180,90,0,4.0,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,6000000,180,54,0,4.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,30.0
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,6300000,180,36,0,4.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,20.0
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,6600000,180,54,0,3.6666666666666665,0,0,0,0,0,0,False,False,False,False,False,False,30.0
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,6900000,175,87,0,4.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,49.714285714285715
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,7200000,170,85,0,4.666666666666667,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,7500000,170,68,0,4.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,7800000,170,68,0,4.0,0,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,8100000,159,65,1,10.0,0,0,0,0,0,0,False,False,False,False,False,False,40.88050314465409
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,8400000,4,0,0,0.6493506493506493,0,0,0,0,0,0,False,False,False,False,False,False,0.0
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,3300000,120,40,0,4.0,0,0,0,0,0,0,False,False,False,False,False,False,33.33333333333333
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,3600000,200,100,0,4.0,1,1,0,0,0,0,True,False,False,False,True,True,50.0
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,3900000,191,76,0,7.333333333333333,1,0,0,0,0,0,False,False,False,False,False,False,39.79057591623037
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,4200000,190,95,0,5.0,6,6,0,0,1,0,False,False,False,False,False,True,50.0
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,4500000,190,76,0,4.333333333333334,3,3,0,0,1,0,False,False,False,False,False,True,40.0
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,4800000,190,133,0,8.666666666666668,2,2,0,0,1,0,False,False,False,False,False,True,70.0
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,5100000,190,76,0,5.0,1,1,0,0,0,0,False,False,False,False,False,True,40.0
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,5400000,186,129,0,8.333333333333332,6,4,0,0,0,0,False,False,False,False,False,True,69.35483870967742
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,5700000,180,90,0,5.333333333333334,9,8,1,0,0,0,False,False,False,False,False,True,50.0
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,6000000,180,90,0,5.333333333333334,5,5,1,0,0,0,False,False,False,False,False,True,50.0
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,6300000,171,34,0,5.333333333333334,1,0,0,0,0,0,False,False,False,False,False,False,19.883040935672515
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,6600000,170,51,0,4.0,0,0,0,0,0,0,False,False,False,False,False,False,30.0
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,6900000,170,102,0,6.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,60.0
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,7200000,170,102,0,8.333333333333332,0,0,0,0,0,0,False,False,False,False,False,False,60.0
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,7500000,170,68,0,4.666666666666667,0,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,7800000,170,102,0,5.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,60.0
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,8100000,170,68,0,4.666666666666667,0,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,8400000,170,102,0,4.666666666666667,0,0,0,0,0,0,False,False,False,False,False,False,60.0
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,8700000,170,102,0,5.0,0,0,0,0,0,0,False,False,False,False,False,False,60.0
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,9000000,167,117,0,8.333333333333332,0,0,0,0,0,0,True,False,False,True,True,True,70.05988023952095
2025-mexico-city-grand-prix-r,2025,Mexico City Grand Prix,9300000,32,16,0,4.666666666666667,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-miami-grand-prix-r,2025,Miami Grand Prix,3300000,118,40,0,7.534246575342466,5,4,2,0,0,0,True,False,False,True,True,True,33.89830508474576
2025-miami-grand-prix-r,2025,Miami Grand Prix,3600000,190,57,0,5.333333333333334,1,1,0,0,0,0,False,False,False,True,True,True,30.0
2025-miami-grand-prix-r,2025,Miami Grand Prix,3900000,190,76,0,4.666666666666667,2,2,0,0,0,0,False,False,False,False,False,True,40.0
2025-miami-grand-prix-r,2025,Miami Grand Prix,4200000,190,95,0,7.000000000000001,2,2,0,0,0,0,False,False,False,False,False,True,50.0
2025-miami-grand-prix-r,2025,Miami Grand Prix,4500000,190,76,0,6.666666666666667,3,3,0,0,0,0,False,False,False,False,False,True,40.0
2025-miami-grand-prix-r,2025,Miami Grand Prix,4800000,190,76,0,7.666666666666666,2,2,0,0,0,0,False,False,False,False,False,True,40.0
2025-miami-grand-prix-r,2025,Miami Grand Prix,5100000,190,95,0,3.6666666666666665,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-miami-grand-prix-r,2025,Miami Grand Prix,5400000,190,95,0,4.666666666666667,4,4,0,0,0,0,False,False,False,False,False,True,50.0
2025-miami-grand-prix-r,2025,Miami Grand Prix,5700000,190,152,0,4.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,80.0
2025-miami-grand-prix-r,2025,Miami Grand Prix,6000000,186,74,0,4.0,0,0,0,0,0,1,False,False,False,True,True,True,39.784946236559136
2025-miami-grand-prix-r,2025,Miami Grand Prix,6300000,178,88,0,8.0,0,0,0,0,0,2,False,False,False,True,True,True,49.43820224719101
2025-miami-grand-prix-r,2025,Miami Grand Prix,6600000,170,51,0,9.666666666666666,0,0,0,0,0,1,False,False,False,True,True,True,30.0
2025-miami-grand-prix-r,2025,Miami Grand Prix,6900000,163,81,0,6.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,49.693251533742334
2025-miami-grand-prix-r,2025,Miami Grand Prix,7200000,160,64,0,4.666666666666667,0,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-miami-grand-prix-r,2025,Miami Grand Prix,7500000,160,80,0,4.0,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-miami-grand-prix-r,2025,Miami Grand Prix,7800000,160,64,0,4.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-miami-grand-prix-r,2025,Miami Grand Prix,8100000,160,80,0,3.6666666666666665,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-miami-grand-prix-r,2025,Miami Grand Prix,8400000,160,80,16,10.0,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-miami-grand-prix-r,2025,Miami Grand Prix,8700000,69,3,0,1.3793103448275863,0,0,0,0,0,0,False,False,False,False,False,False,4.3478260869565215
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,3300000,160,100,0,5.687203791469194,7,6,0,0,0,0,True,False,False,True,True,True,62.5
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,3600000,200,80,0,4.333333333333334,4,4,0,0,0,0,False,False,False,True,True,True,40.0
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,3900000,198,39,0,3.6666666666666665,15,13,0,0,0,0,True,False,False,False,True,True,19.696969696969695
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,4200000,190,95,0,4.666666666666667,40,36,0,0,1,0,True,False,False,False,True,True,50.0
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,4500000,190,114,0,8.333333333333332,6,6,0,0,0,0,False,False,False,False,False,True,60.0
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,4800000,190,114,0,9.0,3,3,0,0,0,0,False,False,False,False,False,True,60.0
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,5100000,190,95,0,7.666666666666666,14,13,0,0,0,0,False,False,False,False,False,True,50.0
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,5400000,190,95,0,4.0,8,8,0,0,0,0,False,False,False,False,False,True,50.0
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,5700000,190,95,0,8.0,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,6000000,190,114,0,4.666666666666667,3,2,0,0,0,0,False,False,False,False,False,True,60.0
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,6300000,185,92,0,8.0,3,2,0,0,1,0,True,False,False,False,True,True,49.72972972972973
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,6600000,180,54,0,7.000000000000001,0,0,0,0,0,0,False,False,False,False,False,False,30.0
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,6900000,180,90,0,7.666666666666666,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,7200000,180,36,0,4.0,0,0,0,0,0,0,False,False,False,False,False,False,20.0
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,7500000,180,90,0,4.666666666666667,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,7800000,180,90,0,4.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,8100000,180,72,0,5.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,8400000,180,90,0,4.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,8700000,180,72,0,4.666666666666667,0,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,9000000,180,90,0,7.333333333333333,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-monaco-grand-prix-r,2025,Monaco Grand Prix,9300000,94,47,0,9.375,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,3300000,60,40,0,5.978260869565218,3,3,0,0,0,0,False,False,False,False,False,True,66.66666666666666
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,3600000,200,100,0,8.333333333333332,2,1,0,0,1,0,False,False,False,False,False,True,50.0
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,3900000,200,100,0,4.666666666666667,1,0,0,0,0,0,True,True,False,False,True,True,50.0
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,4200000,191,114,0,4.333333333333334,2,2,0,0,1,0,False,True,False,False,True,True,59.68586387434554
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,4500000,190,57,0,7.333333333333333,2,0,0,0,0,0,False,True,False,False,True,True,30.0
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,4800000,190,95,0,8.0,9,7,0,0,1,0,False,False,False,False,False,True,50.0
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,5100000,190,19,0,1.0,8,5,0,0,0,0,False,False,False,False,False,True,10.0
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,5400000,190,57,0,4.666666666666667,3,2,0,0,0,0,False,False,False,False,False,True,30.0
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,5700000,190,95,0,8.0,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,6000000,190,76,0,4.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,6300000,190,114,0,4.666666666666667,0,0,0,0,0,0,False,False,False,False,False,False,60.0
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,6600000,190,95,0,8.333333333333332,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,6900000,190,114,0,7.000000000000001,0,0,0,0,0,0,False,False,False,False,False,False,60.0
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,7200000,186,147,0,7.666666666666666,0,0,0,0,0,0,False,False,False,False,False,False,79.03225806451613
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,7500000,180,90,0,5.0,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,7800000,180,54,0,4.0,0,0,0,0,0,0,False,False,False,False,False,False,30.0
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,8100000,180,54,0,3.6666666666666665,0,0,0,0,0,0,False,False,False,False,False,False,30.0
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,8400000,144,117,0,7.936507936507936,0,0,0,0,0,0,False,False,False,False,False,False,81.25
2025-saudi-arabian-grand-prix-r,2025,Saudi Arabian Grand Prix,3300000,139,40,20,11.11111111111111,2,0,0,0,0,0,True,True,False,False,True,True,28.776978417266186
2025-saudi-arabian-grand-prix-r,2025,Saudi Arabian Grand Prix,3600000,180,108,0,8.0,3,3,0,0,0,0,False,True,False,False,True,True,60.0
2025-saudi-arabian-grand-prix-r,2025,Saudi Arabian Grand Prix,3900000,180,72,0,7.666666666666666,2,2,0,0,1,0,False,False,False,False,False,True,40.0
2025-saudi-arabian-grand-prix-r,2025,Saudi Arabian Grand Prix,4200000,180,108,0,4.333333333333334,3,3,0,0,0,0,False,False,False,False,False,True,60.0
2025-saudi-arabian-grand-prix-r,2025,Saudi Arabian Grand Prix,4500000,180,108,0,7.666666666666666,5,5,0,0,0,0,False,False,False,False,False,True,60.0
2025-saudi-arabian-grand-prix-r,2025,Saudi Arabian Grand Prix,4800000,180,90,0,5.0,6,6,0,0,0,0,False,False,False,False,False,True,50.0
2025-saudi-arabian-grand-prix-r,2025,Saudi Arabian Grand Prix,5100000,180,54,0,4.333333333333334,1,1,0,0,0,0,False,False,False,False,False,True,30.0
2025-saudi-arabian-grand-prix-r,2025,Saudi Arabian Grand Prix,5400000,180,54,0,3.6666666666666665,0,0,0,0,0,0,False,False,False,False,False,False,30.0
2025-saudi-arabian-grand-prix-r,2025,Saudi Arabian Grand Prix,5700000,180,72,0,4.0,0,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-saudi-arabian-grand-prix-r,2025,Saudi Arabian Grand Prix,6000000,180,108,0,5.0,0,0,0,0,0,0,False,False,False,False,False,False,60.0
2025-saudi-arabian-grand-prix-r,2025,Saudi Arabian Grand Prix,6300000,180,90,0,7.333333333333333,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-saudi-arabian-grand-prix-r,2025,Saudi Arabian Grand Prix,6600000,180,54,0,5.0,0,0,0,0,0,0,False,False,False,False,False,False,30.0
2025-saudi-arabian-grand-prix-r,2025,Saudi Arabian Grand Prix,6900000,180,54,0,8.0,0,0,0,0,0,0,False,False,False,False,False,False,30.0
2025-saudi-arabian-grand-prix-r,2025,Saudi Arabian Grand Prix,7200000,180,36,0,3.6666666666666665,0,0,0,0,0,0,False,False,False,False,False,False,20.0
2025-saudi-arabian-grand-prix-r,2025,Saudi Arabian Grand Prix,7500000,180,90,0,4.0,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-saudi-arabian-grand-prix-r,2025,Saudi Arabian Grand Prix,7800000,180,72,0,4.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-saudi-arabian-grand-prix-r,2025,Saudi Arabian Grand Prix,8100000,144,43,3,13.095238095238097,0,0,0,0,0,0,False,False,False,False,False,False,29.86111111111111
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,3000000,20,0,0,0.0,0,0,0,0,0,0,False,False,False,False,False,False,0.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,3300000,200,60,0,4.0,0,0,0,0,0,0,False,False,False,False,False,False,30.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,3600000,200,60,0,4.0,1,0,0,0,0,0,False,False,False,False,False,False,30.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,3900000,200,60,0,4.333333333333334,1,0,0,0,0,0,True,False,False,False,True,True,30.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,4200000,200,120,0,4.666666666666667,5,4,0,0,0,0,False,False,False,False,False,True,60.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,4500000,200,40,0,7.333333333333333,24,17,0,0,0,0,False,False,False,False,False,True,20.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,4800000,200,20,0,3.6666666666666665,14,12,0,0,0,0,False,False,False,False,False,True,10.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,5100000,200,60,0,4.666666666666667,7,5,0,0,0,0,False,False,False,False,False,True,30.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,5400000,200,20,0,2.666666666666667,17,15,0,0,0,0,False,False,False,False,False,True,10.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,5700000,200,100,0,4.0,6,4,0,0,0,0,False,False,False,False,False,True,50.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,6000000,200,60,0,3.6666666666666665,12,6,0,0,0,0,False,False,False,False,False,True,30.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,6300000,200,40,0,3.6666666666666665,2,1,0,0,0,0,False,False,False,False,False,True,20.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,6600000,200,100,0,7.000000000000001,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,6900000,200,80,0,4.0,0,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,7200000,200,40,0,3.6666666666666665,0,0,0,0,0,0,False,False,False,False,False,False,20.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,7500000,200,140,0,4.333333333333334,0,0,0,0,0,0,True,False,False,False,True,True,70.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,7800000,200,100,0,8.0,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,8100000,200,40,0,3.6666666666666665,0,0,0,0,0,0,False,False,False,False,False,False,20.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,8400000,200,140,0,5.0,0,0,0,0,0,0,False,False,False,False,False,False,70.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,8700000,200,60,0,5.666666666666666,0,0,0,0,0,0,False,False,False,False,False,False,30.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,9000000,200,60,0,4.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,30.0
2025-singapore-grand-prix-r,2025,Singapore Grand Prix,9300000,48,11,0,7.471264367816093,0,0,0,0,0,0,False,False,False,False,False,False,22.916666666666664
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,3300000,38,19,0,1.2345679012345678,5,5,0,0,0,0,False,False,False,False,False,True,50.0
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,3600000,190,38,0,3.6666666666666665,8,8,0,0,0,0,False,False,False,False,False,True,20.0
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,3900000,190,133,0,8.333333333333332,5,5,0,0,0,0,False,False,False,False,False,True,70.0
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,4200000,190,152,0,6.666666666666667,15,15,0,0,0,0,False,False,False,False,False,True,80.0
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,4500000,190,38,0,8.0,13,9,1,0,0,0,False,False,False,False,False,True,20.0
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,4800000,190,57,0,4.333333333333334,2,2,1,0,0,0,False,False,False,False,False,True,30.0
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,5100000,190,38,0,4.333333333333334,3,2,1,0,0,0,False,False,False,False,False,True,20.0
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,5400000,190,76,0,7.333333333333333,5,4,0,0,1,0,False,False,False,False,False,True,40.0
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,5700000,186,54,0,4.333333333333334,4,4,0,0,1,0,False,False,False,False,False,True,29.03225806451613
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,6000000,180,90,0,5.0,2,2,0,0,0,0,False,False,False,False,False,True,50.0
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,6300000,180,36,0,4.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,20.0
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,6600000,180,90,0,4.666666666666667,0,0,0,0,0,0,False,False,False,False,False,False,50.0
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,6900000,180,0,0,0.6666666666666667,0,0,0,0,0,0,False,False,False,False,False,False,0.0
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,7200000,180,18,0,1.0,0,0,0,0,0,0,False,False,False,False,False,False,10.0
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,7500000,180,72,0,5.0,0,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,7800000,179,53,0,3.6666666666666665,0,0,0,0,0,0,True,True,False,False,True,True,29.608938547486037
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,8100000,170,85,0,4.333333333333334,0,0,0,0,0,0,False,True,False,False,True,True,50.0
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,8400000,170,85,0,7.333333333333333,0,0,0,0,0,0,False,True,False,False,True,True,50.0
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,8700000,170,68,0,7.666666666666666,0,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-spanish-grand-prix-r,2025,Spanish Grand Prix,9000000,93,50,3,28.000000000000004,0,0,0,0,0,0,False,False,False,False,False,False,53.76344086021505
2025-s-o-paulo-grand-prix-r,2025,São Paulo Grand Prix,3300000,137,58,0,4.333333333333334,1,1,0,0,1,0,True,True,False,False,True,True,42.33576642335766
2025-s-o-paulo-grand-prix-r,2025,São Paulo Grand Prix,3600000,190,114,0,4.333333333333334,0,0,0,0,0,0,False,True,False,False,True,True,60.0
2025-s-o-paulo-grand-prix-r,2025,São Paulo Grand Prix,3900000,187,75,0,4.0,1,1,0,0,1,0,True,True,False,True,True,True,40.106951871657756
2025-s-o-paulo-grand-prix-r,2025,São Paulo Grand Prix,4200000,180,90,0,4.333333333333334,0,0,0,0,0,0,False,False,False,True,True,True,50.0
2025-s-o-paulo-grand-prix-r,2025,São Paulo Grand Prix,4500000,180,18,0,3.6666666666666665,0,0,0,0,0,0,False,False,False,False,False,False,10.0
2025-s-o-paulo-grand-prix-r,2025,São Paulo Grand Prix,4800000,180,54,0,4.333333333333334,0,0,0,0,0,0,False,False,False,False,False,False,30.0
2025-s-o-paulo-grand-prix-r,2025,São Paulo Grand Prix,5100000,180,72,0,3.6666666666666665,0,0,0,0,0,0,False,False,False,False,False,False,40.0
2025-s-o-paulo-grand-prix-r,2025,São Paulo Grand Prix,5400000,180,54,0,4.666666666666667,0,0,0,0,0,0,False,False,False,False,False,False,30.0
