session_id,year,event_name,surface,surface_key,start_ms,end_ms,span_ms,derived_session_duration_ms,active_replay_start_ms,active_replay_end_ms,active_replay_duration_ms,coverage_ratio,active_coverage_ratio,starts_after_active_ms,ends_before_active_end_ms
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,raw position,position,248588,5208868,4960280,8571060,3462049,8421749,4959700,0.5787242184747278,0.3522025525737444,-3213461,3212881
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,aligned replay,aligned,3462049,8421749,4959700,8571060,3462049,8421749,4959700,0.5786565488982693,1.0,0,0
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,weather,weather,6103,8406722,8400619,8571060,3462049,8421749,4959700,0.9801143615842148,0.9969701796479625,-3455946,15027
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,track status,track_status,0,5069670,5069670,8571060,3462049,8421749,4959700,0.5914869339381593,0.32413674214166177,-3462049,3352079
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,session status,session_status,9365,8571060,8561695,8571060,3462049,8421749,4959700,0.9989073696835631,1.0,-3452684,-149311
2025-las-vegas-grand-prix-r,2025,Las Vegas Grand Prix,race control,race_control,249000,5358000,5109000,8571060,3462049,8421749,4959700,0.5960756312521438,0.382271306732262,-3213049,3063749
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,raw telemetry,telemetry,3521577,8684716,5163139,8985803,3521625,8684625,5163000,0.5745884925365046,1.0,-48,-91
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,raw position,position,207201,5370321,5163120,8985803,3521625,8684625,5163000,0.5745863780899715,0.3580662405578152,-3314424,3314304
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,aligned replay,aligned,3521625,8684625,5163000,8985803,3521625,8684625,5163000,0.5745730236908154,1.0,0,0
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,weather,weather,55358,8936070,8880712,8985803,3521625,8684625,5163000,0.9883047736523937,1.0,-3466267,-251445
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,track status,track_status,0,4563334,4563334,8985803,3521625,8684625,5163000,0.5078381976546782,0.20176428433081542,-3521625,4121291
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,session status,session_status,7491,8985803,8978312,8985803,3521625,8684625,5163000,0.999166351632681,1.0,-3514134,-301178
2025-qatar-grand-prix-r,2025,Qatar Grand Prix,race control,race_control,207000,5453000,5246000,8985803,3521625,8684625,5163000,0.583809816440445,0.37407999225256633,-3314625,3231625
2025-abu-dhabi-grand-prix-r,2025,Abu Dhabi Grand Prix,raw telemetry,telemetry,3500956,8753214,5252258,9280200,3501037,8753137,5252100,0.5659638800887912,1.0,-81,-77
2025-abu-dhabi-grand-prix-r,2025,Abu Dhabi Grand Prix,raw position,position,207635,5460235,5252600,9280200,3501037,8753137,5252100,0.5660007327428288,0.37303135888501743,-3293402,3292902
2025-abu-dhabi-grand-prix-r,2025,Abu Dhabi Grand Prix,aligned replay,aligned,3501037,8753137,5252100,9280200,3501037,8753137,5252100,0.565946854593651,1.0,0,0
2025-abu-dhabi-grand-prix-r,2025,Abu Dhabi Grand Prix,weather,weather,60108,9240886,9180778,9280200,3501037,8753137,5252100,0.9892866533048856,1.0,-3440929,-487749
2025-abu-dhabi-grand-prix-r,2025,Abu Dhabi Grand Prix,track status,track_status,0,2812088,2812088,9280200,3501037,8753137,5252100,0.30302019353031184,0.0,-3501037,5941049
2025-abu-dhabi-grand-prix-r,2025,Abu Dhabi Grand Prix,session status,session_status,11502,9280200,9268698,9280200,3501037,8753137,5252100,0.9987605870563134,1.0,-3489535,-527063
2025-abu-dhabi-grand-prix-r,2025,Abu Dhabi Grand Prix,race control,race_control,208000,5888000,5680000,9280200,3501037,8753137,5252100,0.6120557746600289,0.45447782791645247,-3293037,2865137
