round,event_name,fastf1_location,circuit_id,circuit_name,repo_location,declared_length_m,fastf1_driver,fastf1_lap,fastf1_points,fastf1_path_length_m,repo_vs_fastf1_direction,repo_vs_fastf1_start_offset_samples,repo_vs_fastf1_sample_count,repo_vs_fastf1_rmse_m,repo_vs_fastf1_p50_m,repo_vs_fastf1_p95_m,repo_vs_fastf1_max_m,repo_vs_fastf1_scale_m_per_fastf1_unit,repo_vs_fastf1_rotation_degrees,averaged_fastf1_laps,repo_vs_fastf1_average_sample_count,repo_vs_fastf1_average_rmse_m,repo_vs_fastf1_average_p50_m,repo_vs_fastf1_average_p95_m,repo_vs_fastf1_average_max_m,averaged_fastf1_polyline_vs_source_source_points,averaged_fastf1_polyline_vs_source_simplified_points,averaged_fastf1_polyline_vs_source_encoded_chars,averaged_fastf1_polyline_vs_source_tolerance_m,averaged_fastf1_polyline_vs_source_rmse_m,averaged_fastf1_polyline_vs_source_p95_m,averaged_fastf1_polyline_vs_source_max_m,averaged_fastf1_polyline_vs_source_source_length_m,averaged_fastf1_polyline_vs_source_simplified_length_m,averaged_fastf1_polyline_vs_source_length_delta_m,averaged_fastf1_polyline_vs_source_length_delta_pct,polyline_vs_source_source_points,polyline_vs_source_simplified_points,polyline_vs_source_encoded_chars,polyline_vs_source_tolerance_m,polyline_vs_source_rmse_m,polyline_vs_source_p95_m,polyline_vs_source_max_m,polyline_vs_source_source_length_m,polyline_vs_source_simplified_length_m,polyline_vs_source_length_delta_m,polyline_vs_source_length_delta_pct,polyline_vs_fastf1_direction,polyline_vs_fastf1_start_offset_samples,polyline_vs_fastf1_sample_count,polyline_vs_fastf1_rmse_m,polyline_vs_fastf1_p50_m,polyline_vs_fastf1_p95_m,polyline_vs_fastf1_max_m,polyline_vs_fastf1_scale_m_per_fastf1_unit,polyline_vs_fastf1_rotation_degrees,averaged_fastf1_encoded_polyline
11,Austrian Grand Prix,Spielberg,at-1969,Red Bull Ring,Spielberg,4318,HAD,14,279,4293.020415430884,forward,704,720,3.895454217170172,3.2527558138934722,6.709026759689831,9.687859647630543,0.09968264604535651,0.20831807232400826,"[{'driver': 'HAD', 'lap': 14, 'path_length_m': 4293.020415430884, 'length_error_m': 9.209892789975129, 'rmse_m': 3.895454217170172, 'p95_m': 6.709026759689831}, {'driver': 'HAD', 'lap': 9, 'path_length_m': 4301.4275383823515, 'length_error_m': 0.8027698385076292, 'rmse_m': 4.52256997223165, 'p95_m': 8.652709667880014}, {'driver': 'ALO', 'lap': 13, 'path_length_m': 4297.8919222632785, 'length_error_m': 4.338385957580613, 'rmse_m': 4.605230613529392, 'p95_m': 8.92876515740611}, {'driver': 'PIA', 'lap': 40, 'path_length_m': 4294.158580926384, 'length_error_m': 8.07172729447484, 'rmse_m': 4.781306561577494, 'p95_m': 8.674096875012998}, {'driver': 'TSU', 'lap': 5, 'path_length_m': 4295.4907059421685, 'length_error_m': 6.739602278690654, 'rmse_m': 5.10499627844402, 'p95_m': 10.121936635315462}]",720,4.5885516707795055,3.7080658694048925,8.306594469812715,9.290551406812034,721,91,277,1.0,0.38074842899048505,0.7951531970103664,0.956285660372872,4272.439186709173,4270.01105657926,-2.4281301299124607,-0.05683240939896718,81,75,237,1.0,0.13540253951680664,0.18302013237810097,0.9824987025736388,4302.230308220859,4302.19252189632,-0.037786324539411,-0.0008782961820339443,forward,704,720,3.8691002502362055,3.13064025405586,6.679927530977987,9.660922307576667,0.0996856443362265,0.21282803856201646,ate_HcybyAdCxUBl@Al@G\KXOTiA|@cH`HyArAkDbCeFbDiA~@eAfAw@hAgFxIQNI@I@QOKYE]KkCAiCB}CRyEz@oMXiGHkDFyJHk@Pe@PM^E\Ld@`@f@r@Xn@Tt@TfAPjBBl@A|@G|B]vFC|@?n@D|@Jj@Nf@T`@d@\RF^Bt@Gp@YlB_BdAgAd@w@JWLk@D]?]Eo@Ik@Ws@cBcD_@_AOg@Ik@M{AE}DAgKIiK@}ADoAH{@Pw@Zo@X[PMbDiAr@Q^@RDRJXZJVTv@b@bCxCxX
12,British Grand Prix,Silverstone,gb-1948,Silverstone Circuit,Silverstone,5891,RUS,31,404,5847.82769445669,forward,376,720,7.451263997519579,5.9577306888033235,12.49359908747854,18.39854398711724,0.09955771364029878,-0.9910423055814459,"[{'driver': 'RUS', 'lap': 31, 'path_length_m': 5847.82769445669, 'length_error_m': 29.996877860058703, 'rmse_m': 7.451263997519579, 'p95_m': 12.49359908747854}, {'driver': 'RUS', 'lap': 12, 'path_length_m': 5859.607672474241, 'length_error_m': 18.2168998425077, 'rmse_m': 8.85300408095522, 'p95_m': 16.215308480166545}, {'driver': 'ALO', 'lap': 28, 'path_length_m': 5865.002438817225, 'length_error_m': 12.822133499523261, 'rmse_m': 9.801283810154269, 'p95_m': 18.77496921858607}, {'driver': 'RUS', 'lap': 24, 'path_length_m': 5861.60615039429, 'length_error_m': 16.21842192245822, 'rmse_m': 10.906879671048289, 'p95_m': 20.216819651608606}, {'driver': 'ALO', 'lap': 27, 'path_length_m': 5867.864990934235, 'length_error_m': 9.959581382513534, 'rmse_m': 11.561174224137531, 'p95_m': 21.216369986682654}]",720,9.149226766424304,7.851611048507889,16.117593543190576,19.29910949736972,721,156,483,1.0,0.44004699979708467,0.826686561314193,0.9997314352288287,5790.410222609147,5783.197660152105,-7.2125624570426226,-0.12456047464272153,135,121,380,1.0,0.19934223686719962,0.6186484302846993,0.8840065635120559,5877.824572316748,5877.592166543913,-0.23240577283559105,-0.0039539419725143,forward,376,720,7.4585819573896055,5.933469746250507,12.49071975386707,18.364536503260815,0.09955490432291157,-0.9893680437085529,usz|HzheE[gLAeADgANyA\oAf@eAp@q@f@[t@[tA_@fAUnCWjEItAStA_@fCoAj@MZ?j@FbBd@v@P\@ZCh@SfBwAZMh@CZHZNXTTZ\t@h@zBPd@|@`Bz@bAxAlApTpPxCdCbB`Bx@fAd@fANf@Hj@Dl@@l@GdAIj@Of@[t@o@v@yAlAc@d@aCvC}@nAmAjB_@n@Sb@Kf@CTAl@Hh@T|@Dj@?TGj@ETOb@k@|@g@\m@Ry@B[Ei@Si@[a@e@mHuJiEiFaA}A[s@Og@SwAGeA?uBJeD@}ACeAM{AQ_AW{@sCeGa@kAKk@AWBm@DUPc@XWLEfAOXMV[Pe@@UAWGQSa@e@c@g@Yy@U[Ek@?i@J[Lg@\c@f@U\]p@cC~FqMnYm@zA[pAKbAAn@@l@Hl@DRRb@d@b@ZJtALZPTZHPLh@@l@ATGTQ`@KLYRk@Fy@Ku@_@aAu@q@o@w@gAu@sAm@yAW{@WuASwAM{AOcDUyJ
13,Belgian Grand Prix,Spa-Francorchamps,be-1925,Circuit de Spa-Francorchamps,Spa Francorchamps,7004,ALO,25,414,6967.953821300602,forward,708,720,7.1673590642785285,4.700257388575407,14.569288668641903,16.63893731104692,0.10007601089250952,-2.297280463843671,"[{'driver': 'ALO', 'lap': 25, 'path_length_m': 6967.953821300602, 'length_error_m': 10.401710066429587, 'rmse_m': 7.1673590642785285, 'p95_m': 14.569288668641903}, {'driver': 'ALO', 'lap': 42, 'path_length_m': 6968.209176018848, 'length_error_m': 10.146355348183533, 'rmse_m': 8.101683884032472, 'p95_m': 15.9213173650644}, {'driver': 'TSU', 'lap': 5, 'path_length_m': 6968.289007483113, 'length_error_m': 10.066523883918308, 'rmse_m': 8.327165879984397, 'p95_m': 14.200928795328128}, {'driver': 'ANT', 'lap': 21, 'path_length_m': 6967.259545486179, 'length_error_m': 11.095985880851913, 'rmse_m': 8.498412176221857, 'p95_m': 15.84154022911589}, {'driver': 'STR', 'lap': 15, 'path_length_m': 6970.912049376949, 'length_error_m': 7.443481990082546, 'rmse_m': 8.931346159952644, 'p95_m': 13.981958792751557}]",720,7.26940847548565,6.357713270041559,11.669273038892946,13.256825887331733,721,169,545,1.0,0.3710899248371874,0.80228565477287,0.9888620960465645,6934.552841014253,6931.026138565568,-3.5267024486856826,-0.05085695544530402,153,133,417,1.0,0.18367430832219128,0.5242764473063539,0.8915829636468519,6978.355531367031,6978.189246140991,-0.1662852260405998,-0.00238287122651123,forward,708,720,7.15749278692433,4.616753465183603,14.546189073286559,16.60219853000483,0.10007748924991205,-2.298644341684732,sk{rHc`lc@{FnF}@p@a@JOAOKISAY@YJs@VgAfB{Gd@yAj@uAx@gB|@}AzCwEtEyG`@}@l@sB^}@j@m@n@_@p@SbAM`@M^UhB{AzDeEfBcBlA{@`By@xb@kObAY`@CP?^N\^p@jALL^Nb@@NCbBm@`@EP@`@HNH\ZLNTh@fBzFvBjGXdAVhADt@AXEXSj@MNOJODa@E_@WYe@IS[eAo@qC_@}@MQ_@Ua@Ga@Bs@TaDzAcAZwBf@aHnAcAXo@`@i@n@_@~@GVKp@Et@CpA?pABt@Hr@Nn@Nn@Tj@Vd@f@t@Z\l@d@fLtFn@b@h@l@Vf@HVFVFr@?ZEt@g@vBIr@AZ@t@Hr@FVFVTh@f@r@j@j@jBzAz@v@h@n@Th@Lp@?t@Er@WhAu@xBo@nAi@n@o@`@a@Lq@?c@Gq@So@[}@q@k@k@w@aAs@gAaAeBw@eBi@wA_AaDkCyKe@yAm@qAYe@o@{@iAgAmCiB_Ai@q@WcAOc@?q@Js@Ro@XuFnCqAh@yCj@kD`@eA@a@KMMISImAGWMKOCQBm@`@oLzK
14,Hungarian Grand Prix,Budapest,hu-1986,Hungaroring,Budapest,4381,GAS,57,319,4334.757626824283,forward,680,720,4.402600466948408,3.4837822932226175,9.20618467282414,13.005700098744677,0.099936103353844,1.3795028464207912,"[{'driver': 'GAS', 'lap': 57, 'path_length_m': 4334.757626824283, 'length_error_m': 41.29042277776989, 'rmse_m': 4.402600466948408, 'p95_m': 9.20618467282414}, {'driver': 'ALB', 'lap': 65, 'path_length_m': 4334.901991643795, 'length_error_m': 41.1460579582581, 'rmse_m': 5.699723249285918, 'p95_m': 13.208244825445904}, {'driver': 'RUS', 'lap': 2, 'path_length_m': 4343.73228179951, 'length_error_m': 32.31576780254272, 'rmse_m': 6.247041327066689, 'p95_m': 10.03581163027196}, {'driver': 'RUS', 'lap': 10, 'path_length_m': 4336.744294097853, 'length_error_m': 39.303755504200126, 'rmse_m': 6.8345882066247565, 'p95_m': 13.861582149013218}, {'driver': 'STR', 'lap': 50, 'path_length_m': 4343.06824889215, 'length_error_m': 32.97980070990252, 'rmse_m': 6.884215996750493, 'p95_m': 16.527887859543032}]",720,5.682514236536722,5.034728469507139,9.774627536222685,12.794656079600474,721,135,384,1.0,0.40535740016196603,0.8203739738617655,0.9949245161886153,4319.516720322197,4315.608556111165,-3.908164211032272,-0.09047688582024421,141,110,305,1.0,0.2879417795331349,0.7416900707974354,0.9950746667307507,4376.048049602053,4375.088886247602,-0.9591633544505385,-0.021918483151430718,forward,680,720,4.330512061298467,3.4171997007285153,9.102354143410398,12.910803967005094,0.099941220922026,1.3783372925548631,s_laHy}mtBiGnOo@vA]j@[X]LUEOQI[E_@Ao@B_AD_AH}@PkAXwAh@}AnDeIb@oAPy@Bo@C_@Mg@QUQKUEU@i@P}AnAq@Z_@F_@?u@Mo@_@_BkAeI{Fw@q@wA{A]W]Qi@IU?_@Fg@ReBx@s@Ti@DUCSG]WMUMYG]C]?_@Do@F]XeAn@wApCsEr@}@RKRCTFp@Zj@A\IfC}@RKXYVa@Li@Do@D_BH}@Xq@X[\Qj@E^F|Bf@j@@t@Gr@WZUZYz@cAZWZS^K^AT@h@PZV`@f@nFbI|CdERb@JZ@L@^G\KXUb@yBdDe@x@Sd@Mj@El@Fl@JZFHPLTDRC\U\m@bAoCf@kA`@g@\SRET?^HPLPRLVJj@D^@h@Eh@Kj@Wt@mDtHwHtQ
15,Dutch Grand Prix,Zandvoort,nl-1948,Circuit Zandvoort,Zandvoort,4259,ALO,9,291,4246.352225298611,forward,16,720,8.600229588109869,7.37805055252578,12.971570702608052,18.500133150714753,0.09968560702978717,-0.7247768502410216,"[{'driver': 'ALO', 'lap': 9, 'path_length_m': 4246.352225298611, 'length_error_m': 9.088470992895964, 'rmse_m': 8.600229588109869, 'p95_m': 12.971570702608052}, {'driver': 'ALO', 'lap': 58, 'path_length_m': 4242.119514986024, 'length_error_m': 13.321181305483151, 'rmse_m': 8.741769525017668, 'p95_m': 18.67800964043466}, {'driver': 'ALO', 'lap': 27, 'path_length_m': 4239.212593474465, 'length_error_m': 16.228102817041872, 'rmse_m': 8.855507125653835, 'p95_m': 19.446833295869837}, {'driver': 'ALO', 'lap': 63, 'path_length_m': 4242.046292786502, 'length_error_m': 13.394403505005357, 'rmse_m': 9.31920889235337, 'p95_m': 15.468386560540335}, {'driver': 'GAS', 'lap': 3, 'path_length_m': 4241.876620431489, 'length_error_m': 13.56407586001842, 'rmse_m': 10.191824233360329, 'p95_m': 21.643177395845157}]",720,7.6964244634152505,7.083856921717864,12.347615011443466,14.233855137384511,721,133,378,1.0,0.41720993136487927,0.8108078811195459,0.9329473987316407,4187.733275653244,4183.685565438238,-4.047710215006191,-0.09665635198256003,119,111,336,1.0,0.15629967190596994,0.2123598143056356,0.9621635789970787,4255.440696291507,4255.354309952162,-0.08638633934515383,-0.0020300209898457054,forward,16,720,8.605083394691556,7.363712362057143,13.017415950652765,18.51273871528787,0.09966488264749436,-0.7295375815564811,sbw~HayuZkLeH{@a@cBs@]QY]MWI]As@B_@J]FIXW^E^Ff@RjC`Bp@Zh@DrAC^DZTTb@P|@\`CH\LXZV\@RKRe@Ho@As@OcB_@qCMsAEcACeA?uADcAZqG@q@As@GcAQqAaAcESoAIcAEcA?}D@iCFuAFq@R}@Zs@`@e@f@Yr@Gh@Hd@VxCzCbCjBXXV`@JZJp@Bp@?dAEtAMpAM~@Uz@Sf@]`@[LSCYWSe@Ok@Mo@IaAMkCIcAM_ASi@OQSIU?SFQLQTQh@E^MbBKjD?fBDhCRzDf@fFv@dGz@nF@NC^_@bAG^Ap@D^LXNPTDR?vJcBh@ER@TFZVLTLZF^B`@?dBCfBGtAM`A[zA[r@g@t@o@f@QLUDs@Cg@S}NqI
16,Italian Grand Prix,Monza,it-1922,Autodromo Nazionale Monza,Monza,5793,HAM,6,331,5778.972206569091,forward,684,720,6.110502879628138,3.946652858610215,13.261304359805221,13.748474431028662,0.09996545996542619,-0.1756515757243963,"[{'driver': 'HAM', 'lap': 6, 'path_length_m': 5778.972206569091, 'length_error_m': 7.563203799451003, 'rmse_m': 6.110502879628138, 'p95_m': 13.261304359805221}, {'driver': 'HAM', 'lap': 12, 'path_length_m': 5781.037276811661, 'length_error_m': 5.49813355688093, 'rmse_m': 6.638298966872573, 'p95_m': 12.544147911930814}, {'driver': 'OCO', 'lap': 7, 'path_length_m': 5781.033252354598, 'length_error_m': 5.502158013944609, 'rmse_m': 7.109681349944322, 'p95_m': 17.177508073481633}, {'driver': 'STR', 'lap': 7, 'path_length_m': 5785.529961445997, 'length_error_m': 1.0054489225449288, 'rmse_m': 8.16019163410339, 'p95_m': 19.967531980468642}, {'driver': 'SAI', 'lap': 11, 'path_length_m': 5786.585821132074, 'length_error_m': 0.050410763531544944, 'rmse_m': 8.330773305830471, 'p95_m': 11.797114929262495}]",720,3.9929690213853846,3.7613612170837554,6.730556686324775,7.814847217702325,721,94,296,1.0,0.3495318925756032,0.7782081220901742,0.9992344287703058,5750.5764786290265,5748.111147068588,-2.465331560438244,-0.04287103335813725,125,90,277,1.0,0.3082425431657873,0.8572120279745671,0.9775489289085529,5786.535410368542,5785.801750314819,-0.7336600537228151,-0.012678744735722416,forward,684,720,6.115758641385829,3.989540453866808,13.332302292833255,13.677231343715915,0.09996177590417173,-0.17904790177966923,q}luGivsw@y_@cC[GYQIOMw@GOMGMC[BkCn@gANaC@_COuAWqAe@kAy@eAgA}@wAq@cB[gAWkA[uBQkCOyDQgIK{KC}@Gg@Mc@o@k@IOMc@Ky@QyBSaBy@iF_@iCE{@@}@Nw@Vq@T[r@_@h@Mx@I~G]ZBZHd@\P^Vr@pBtHhCzIb@vAh@rArAnCfQd]p@jATXLFf@NdBDh@NXPVT~@pAVTf@Vv@Nnj@|DrBPdANdAZXNVVZl@Jb@Ff@?|@Ef@Gd@St@e@~@k@r@_Ap@u@ZeATy@HgADqBAaCGiESsOcA
17,Azerbaijan Grand Prix,Baku,az-2016,Baku City Circuit,Baku,6003,ALB,8,410,5955.398998867195,forward,708,720,5.0708969449373225,3.5183771433425575,9.469035373373563,15.88845267867129,0.09998215762353156,0.9220210468876887,"[{'driver': 'ALB', 'lap': 8, 'path_length_m': 5955.398998867195, 'length_error_m': 13.402548634167943, 'rmse_m': 5.0708969449373225, 'p95_m': 9.469035373373563}, {'driver': 'TSU', 'lap': 6, 'path_length_m': 5955.689446114009, 'length_error_m': 13.69299588098238, 'rmse_m': 5.399514078253585, 'p95_m': 10.74624689400493}, {'driver': 'VER', 'lap': 33, 'path_length_m': 5955.508765719226, 'length_error_m': 13.51231548619944, 'rmse_m': 6.275026197936955, 'p95_m': 12.393207428584645}, {'driver': 'HAM', 'lap': 32, 'path_length_m': 5955.251017403526, 'length_error_m': 13.254567170499286, 'rmse_m': 7.275218741380871, 'p95_m': 10.286499185335845}, {'driver': 'COL', 'lap': 22, 'path_length_m': 5955.736533158096, 'length_error_m': 13.740082925069146, 'rmse_m': 7.500523353299762, 'p95_m': 10.260361236858873}]",720,4.89658168751465,3.9286022279980255,7.974173604376634,14.634969199072115,721,109,318,1.0,0.34305188884319604,0.7194787795608875,0.9800802980820718,5944.955290507008,5942.681294856432,-2.273995650575671,-0.03825084528737871,86,79,254,1.0,0.19256530562230378,0.4150870542089081,0.9567166559939408,5941.996450233027,5941.944431367446,-0.052018865580976126,-0.0008754442385931771,forward,708,720,5.053978625053289,3.476822085342187,9.480358369730252,15.874567969468838,0.0999824906374019,0.9207615146710884,ehluF_~goHiBcIGOSYMI[Ek@JoLdGWRINEN@d@Hd@bElShEjQlDnNP^HJLFLAZKt@a@~Ao@xBiA\GL?LFHJN^`@jBbAbEjBhFXn@TXLFZ?v@[L@TTr@~ArIvPDPBPCPILKHw@ZoFdBIJGNQt@Ed@ElAIb@GNMF[FMBKHILCP@x@Hx@Hb@|@pD`BpFpAvDXn@HLXRt@\tErAz@LhAD~DSj@AxAFZGJKFOfBwGdCeIJc@Fe@Ce@EOIOWW{DuBe@]q@i@aAmAcBoCkBgCWUYQw@[eB[i@QYQWUg@y@mH{N_@aAYgAmDyOcFgT_DmO_DaN
18,Singapore Grand Prix,Marina Bay,sg-2008,Marina Bay Street Circuit,Singapore,4928,SAI,53,369,4930.24426354506,reversed,704,720,14.719507942929429,9.701842477410715,36.63233251689972,37.338618754135524,0.09993141689575914,0.8459226371214258,"[{'driver': 'SAI', 'lap': 53, 'path_length_m': 4930.24426354506, 'length_error_m': 12.380219679698712, 'rmse_m': 14.719507942929429, 'p95_m': 36.63233251689972}, {'driver': 'RUS', 'lap': 2, 'path_length_m': 4917.178178401201, 'length_error_m': 25.44630482355751, 'rmse_m': 18.967997874015087, 'p95_m': 35.940791875320095}, {'driver': 'ALO', 'lap': 26, 'path_length_m': 4917.909287486394, 'length_error_m': 24.715195738364855, 'rmse_m': 19.470573796948408, 'p95_m': 30.59059610251432}, {'driver': 'GAS', 'lap': 12, 'path_length_m': 4919.690566755813, 'length_error_m': 22.933916468945426, 'rmse_m': 20.438192618397867, 'p95_m': 31.605241925972}, {'driver': 'COL', 'lap': 3, 'path_length_m': 4922.716874849264, 'length_error_m': 19.90760837549442, 'rmse_m': 20.723353899388602, 'p95_m': 36.364231257544695}]",720,9.823402913551567,9.174230969082698,16.331247223684816,17.728175162881172,721,125,353,1.0,0.3975965657316385,0.802589808132758,0.9761870268758419,4848.12970784339,4833.2487683677555,-14.880939475634477,-0.3069418594877903,116,90,254,1.0,0.26197787994760674,0.700853867734613,0.9480106597103437,4942.6244832247585,4942.193343481111,-0.4311397436476909,-0.008722890948138523,reversed,704,720,14.7315551884841,9.589371292983596,36.662865211326306,37.2891554708212,0.09993467792916404,0.8411899563112847,}g{Fg~|xRfHq@hAAn@Db@H`@L\RRNNPJRH`@Bb@ErHAd@G`@O`@UZ]Rk@RQLQZG`@Cn@EtFGdEIbEKfASx@_@t@m@x@oB`C[f@KRETAHDTNP^PfBb@|AZrARbCVzEb@|CTVDRHFHDHAJKRwAbAoB`C_@PsAPa@LOPUx@Wh@QNSLWHUDe@Aa@KiB_AuEwB{D}A]S]US]GW?WBWHULSr@u@zAoANQFUAKCIQQa@OoBq@gAm@c@a@KUCWDc@Rm@fBeDfBqDb@mAPy@Ho@FuA^wN?o@Ce@Ec@Ma@U[_@Oo@Eq@@o@H{@PoErAo@Jc@Bq@Aa@GUKGIGSASBIHSd@}@XoAT]\Q^Mn@I|K{@
19,United States Grand Prix,Austin,us-2012,Circuit of the Americas,Austin,5514,ANT,19,382,5441.37189954748,forward,684,720,7.118702269951718,6.262807780736612,11.7718279919608,14.675108428318445,0.0998935788119656,-0.3526198568039407,"[{'driver': 'ANT', 'lap': 19, 'path_length_m': 5441.37189954748, 'length_error_m': 78.28040538115783, 'rmse_m': 7.118702269951718, 'p95_m': 11.7718279919608}, {'driver': 'STR', 'lap': 2, 'path_length_m': 5449.206467959215, 'length_error_m': 70.445836969423, 'rmse_m': 8.952043278896012, 'p95_m': 15.527751776609126}, {'driver': 'ALO', 'lap': 3, 'path_length_m': 5453.283287733338, 'length_error_m': 66.36901719530033, 'rmse_m': 9.14004771430999, 'p95_m': 14.743425185649148}, {'driver': 'ANT', 'lap': 5, 'path_length_m': 5445.1675756042605, 'length_error_m': 74.48472932437744, 'rmse_m': 9.779373371186319, 'p95_m': 17.749061467009167}, {'driver': 'RUS', 'lap': 11, 'path_length_m': 5441.720162904768, 'length_error_m': 77.93214202387026, 'rmse_m': 10.739104873059304, 'p95_m': 16.939971340196156}]",720,8.011892891976768,5.660770673480489,15.650022177575728,21.951956720581666,721,161,448,1.0,0.38247157871664017,0.8062238970216853,0.9967362772075732,5402.140666322162,5398.06424990923,-4.0764164129323035,-0.07545927928803034,171,131,361,1.0,0.2854532164888746,0.7329153146639023,0.9848457650293002,5519.652304928638,5518.6090772159405,-1.043227712697444,-0.01890024325927051,forward,684,720,7.0944906033142505,6.240383784104239,11.807247525888139,14.59946044454675,0.09989524680210211,-0.3513609992769053,ub|vDbg}rQzFsJdAcBLYDO?]CMGKKGKCY@i@DYHoBv@s@PYB[@g@Ge@KYMk@a@SSYe@]s@y@{Bw@wAe@m@gBiA_@[Ye@Wu@We@UQWM{A]YKa@W]_@We@Qi@I]Cm@@_@Jk@Nk@Xu@H]Fm@?]Mk@Ug@SUoAsAOWI]A]D_@Rg@j@{@F[B_@C}@Gm@]iCUy@Oi@Ug@cAmA{FmF{ByBUOYKMAK@KFGJCNA\Dn@Jj@`BdIh@dDfAnIx@`Ip@|INjDf@`NB^HZNVJDX@XIVORQtAeBh@e@VOXGXALBVLNVDl@?LG\MZ[`@iBdA]^QVMXE\@^HXHJJDL?XEp@e@~AsAb@WXKd@Kt@CZ@d@Hd@RTPd@j@Ph@Nj@Hz@?^Cl@Il@G\a@bAYb@i@f@sBnAu@n@]^MXKZE^?l@D\F\v@lC|@nDRf@NXRPJDX@XK\]`@o@rAoCjIoN
20,Mexico City Grand Prix,Mexico City,mx-1962,Autódromo Hermanos Rodríguez,Mexico City,4304,ALB,6,321,4251.618666713507,forward,712,720,7.038775235070046,5.759479780170663,12.16453244714966,19.45819684043627,0.1002615574547465,0.05471092907335358,"[{'driver': 'ALB', 'lap': 6, 'path_length_m': 4251.618666713507, 'length_error_m': 50.82381743702172, 'rmse_m': 7.038775235070046, 'p95_m': 12.16453244714966}, {'driver': 'GAS', 'lap': 2, 'path_length_m': 4258.259533197583, 'length_error_m': 44.18295095294616, 'rmse_m': 7.52033858845088, 'p95_m': 13.335007114558294}, {'driver': 'COL', 'lap': 37, 'path_length_m': 4252.4827874190705, 'length_error_m': 49.95969673145828, 'rmse_m': 7.615729710542505, 'p95_m': 15.920691543377599}, {'driver': 'HAM', 'lap': 4, 'path_length_m': 4251.231094443545, 'length_error_m': 51.21138970698394, 'rmse_m': 7.777396567007408, 'p95_m': 12.770674828413869}, {'driver': 'OCO', 'lap': 48, 'path_length_m': 4254.926140399275, 'length_error_m': 47.51634375125377, 'rmse_m': 9.559542305334135, 'p95_m': 20.549652333807284}]",720,6.4907502916822,5.383644256362402,11.222501656878972,18.039929704543614,721,106,286,1.0,0.35580359879074375,0.6851700997227231,0.9865769391094377,4248.782398619502,4245.051046335344,-3.731352284157765,-0.08782168475773534,101,87,237,1.0,0.23142306509919933,0.6990437616426289,0.8961681451587976,4302.442484150529,4302.0038296839675,-0.4386544665612746,-0.010195475434644474,forward,712,720,7.052779040015989,5.786404788663155,12.159511570874285,19.418099641274342,0.10026092677871222,0.054148241826141204,_hmuB`jy{Qb@iF|@}L~@{PzAyVFk@F_@L]LQPM\IR?t@F\EXSP[LQPIHA^A|@NxAb@n@Vl@ZrDxB~HhElFhDf@LTAHCNMb@u@PKT?HDLLjAlBL\BTCTCHON]Hi@?yJgAi@Ci@B]H[PUVi@~@UX_@\}@h@_@\MPUd@Mh@El@EnBE`@K\SXYTYNmAd@[PMNSX[p@_@dASr@_@jBUnBOxBe@dJMv@IPUXQHSFu@D_CE]D[LIR@Tb@v@DT?TUpCGROLIB_@B]CSG[QWUUWO]M]MaAEmADyARuC
21,São Paulo Grand Prix,São Paulo,br-1940,Autódromo José Carlos Pace - Interlagos,Sao Paulo,4309,RUS,65,284,4258.805567565604,forward,716,720,11.04490301932439,7.154230860337519,20.709669827307692,23.23014524310286,0.100163427424528,-1.0110173347867113,"[{'driver': 'RUS', 'lap': 65, 'path_length_m': 4258.805567565604, 'length_error_m': 38.884426103379155, 'rmse_m': 11.04490301932439, 'p95_m': 20.709669827307692}, {'driver': 'ALO', 'lap': 25, 'path_length_m': 4262.9814012704965, 'length_error_m': 34.70859239848687, 'rmse_m': 11.05665550459864, 'p95_m': 19.742289502642492}, {'driver': 'SAI', 'lap': 9, 'path_length_m': 4259.789621846588, 'length_error_m': 37.900371822395755, 'rmse_m': 11.765051967423275, 'p95_m': 18.56106686555519}, {'driver': 'BEA', 'lap': 6, 'path_length_m': 4259.447497595233, 'length_error_m': 38.24249607375077, 'rmse_m': 11.956670073451287, 'p95_m': 18.449184559297034}, {'driver': 'SAI', 'lap': 13, 'path_length_m': 4272.404654074539, 'length_error_m': 25.28533959444394, 'rmse_m': 11.97864042640454, 'p95_m': 18.84088656985598}]",720,10.161639722091175,9.349938624818364,16.459682739364897,17.921402648358878,721,126,364,1.0,0.39821416287871164,0.794956126334078,0.9852764809912864,4226.952441214544,4222.536956586518,-4.415484628026206,-0.10446023913052334,171,121,334,1.0,0.3172157399052372,0.8204283500762184,0.9942364929599419,4297.689993668983,4296.435208020086,-1.2547856488972684,-0.029196746409017853,forward,716,720,10.911237472866873,7.236273583895722,20.309958803617448,22.874844823980055,0.10014603452283673,-1.0175324508291084,vstoC`b`|GlHoAdB_@d@QZQTWJSDUE_@O]e@w@GSCUBa@^uAJm@@w@GeASu@c@y@m@o@u@c@[M}@WmMiCkMsCi@G_@?g@JYPSZQh@Mv@Cl@?t@?EF|@Lj@N\P\X`@n@l@jDjC|DrCh@d@`@j@HRJ^Dl@Ex@Oh@Wd@a@\m@Xg@LiAJi@@i@I[MKQCUBU^iADU@UAUO]QKSE_@@e@N[RyApAc@Xc@Ri@N]B_@ASGGEEGCU@UHS\a@zAmAR[L_@Hk@@m@Cc@Ou@ISS[m@o@oCcBaAe@SGSA]HYRUf@Ut@Kj@EnA?l@Fx@Jx@Nt@Nj@Vr@Vd@Xb@\`@^\j@^d@Vx@X|@VxCh@rBTrBHtBCrBOfC[nEq@
